node1,node2,weight
KBNA,KBUF,8
KBNA,KBUR,10
KBNA,KBWI,166
KBNA,KCLE,54
KBNA,KCLT,125
KBNA,KCMH,40
KBNA,KCPS,3
KBNA,KCVG,22
KBNA,KDAB,8
KBNA,KDAL,162
KBNA,KDAY,2
KBNA,KDCA,149
KBNA,KDEN,163
KBNA,KDFW,150
KBNA,KDPA,2
KBNA,KDTS,9
KBNA,KDTW,95
KBNA,KECP,99
KBNA,KEDC,2
KBNA,KEFD,7
KBNA,KEWR,10
KBNA,KFCM,6
KBNA,KFLL,94
KBNA,KFMY,2
KBNA,KFTG,22
KBNA,KFTW,4
KBNA,KFXE,14
KBNA,KGLE,3
KBNA,KGVL,3
KBNA,KHLG,2
KBNA,KHOU,102
KBNA,KHPN,2
KBNA,KIAD,43
KBNA,KIAH,75
KBNA,KILG,3
KBNA,KIND,18
KBNA,KINT,3
KBNA,KISM,42
KBNA,KJAX,2
KBNA,KJFK,2
KBNA,KJVY,6
KBNA,KJWN,8
KBNA,KJZP,2
KBNA,KLAS,86
KBNA,KLAX,82
KBNA,KLGA,68
KBNA,KLNK,2
KBNA,KLPR,2
KBNA,KLUG,2
KBNA,KLZU,9
KBNA,KM33,11
KBNA,KM54,8
KBNA,KMCC,2
KBNA,KMCF,33
KBNA,KMCI,77
KBNA,KMCO,12
KBNA,KMDW,143
KBNA,KMIA,72
KBNA,KMKC,8
KBNA,KMKE,50
KBNA,KMQY,7
KBNA,KMRC,3
KBNA,KMSP,85
KBNA,KNFJ,4
KBNA,KNRQ,9
KBNA,KNUN,10
KBNA,KOAK,33
KBNA,KOPF,6
KBNA,KORD,352
KBNA,KORF,3
KBNA,KORL,27
KBNA,KPDK,20
KBNA,KPDX,3
KBNA,KPGD,7
KBNA,KPHL,183
KBNA,KPHX,128
KBNA,KPIE,6
KBNA,KPIT,11
KBNA,KPMP,2
KBNA,KPNS,31
KBNA,KPTK,2
KBNA,KPWK,4
KBNA,KRBD,2
KBNA,KRDU,68
KBNA,KROG,2
KBNA,KRSW,27
KBNA,KRYY,3
KBNA,KSAN,41
KBNA,KSAT,46
KBNA,KSDF,8
KBNA,KSDM,2
KBNA,KSEA,45
KBNA,KSFB,2
KBNA,KSGF,5
KBNA,KSGS,3
KBNA,KSLC,3
KBNA,KSNA,3
KBNA,KSPG,2
KBNA,KSPI,3
KBNA,KSTL,175
KBNA,KSUS,11
KBNA,KSVH,2
KBNA,KTEB,9
KBNA,KTKI,2
KBNA,KTME,2
KBNA,KTPA,45
KBNA,KTUL,3
KBNA,KTYS,35
KBNA,KU42,3
KBNA,KUES,2
KBNA,KUKF,3
KBNA,KVNC,5
KBNA,KVNY,4
KBNA,KX04,13
KBNA,KXNA,2
KBNA,PN62,6
KBNG,KBNG,24
KBNG,KCCB,6
KBNG,KCMA,9
KBNG,KCNO,15
KBNG,KCPM,2
KBNG,KCRQ,4
KBNG,KF70,4
KBNG,KFUL,14
KBNG,KHHR,5
KBNG,KHMT,22
KBNG,KLGB,13
KBNG,KMYF,3
KBNG,KP52,2
KBNG,KPSP,3
KBNG,KRAL,9
KBNG,KREI,7
KBNG,KRIR,14
KBNG,KRIV,8
KBNG,KRNM,2
KBNG,KSBA,5
KBNG,KSBD,6
KBNG,KSLI,2
KBNG,KSMO,10
KBNG,KSNA,32
KBNG,KSTS,3
KBNG,KTOA,12
KBNG,KVNY,5
KBNG,KWHP,7
KBOI,KBOI,222
KBOI,KCDC,2
KBOI,KCHD,2
KBOI,KCOE,3
KBOI,KDEN,101
KBOI,KDFW,77
KBOI,KDVO,3
KBOI,KDVT,5
KBOI,KEUL,6
KBOI,KFAT,4
KBOI,KGEG,23
KBOI,KGPI,2
KBOI,KHHR,9
KBOI,KHIO,9
KBOI,KIAH,2
KBOI,KLAS,52
KBOI,KLAX,67
KBOI,KLGB,2
KBOI,KLVK,2
KBOI,KMAN,8
KBOI,KMCC,4
KBOI,KMSP,2
KBOI,KOAK,83
KBOI,KOGD,2
KBOI,KOMA,2
KBOI,KORD,70
KBOI,KORS,2
KBOI,KPDX,92
KBOI,KPHX,105
KBOI,KPSP,3
KBOI,KPVU,13
KBOI,KRDM,2
KBOI,KRNO,4
KBOI,KRNT,5
KBOI,KS36,2
KBOI,KS67,5
KBOI,KS75,10
KBOI,KS78,55
KBOI,KSAF,3
KBOI,KSAN,61
KBOI,KSBP,3
KBOI,KSDF,47
KBOI,KSDL,10
KBOI,KSEA,350
KBOI,KSFF,41
KBOI,KSFO,72
KBOI,KSJC,39
KBOI,KSKA,2
KBOI,KSLC,46
KBOI,KSMF,43
KBOI,KSNA,5
KBOI,KSNS,2
KBOI,KSTL,4
KBOI,KTUS,2
KBOI,KU42,43
KBOI,KU76,4
KBOI,KUAO,4
KBOI,KUTA,2
KBOI,KVGT,3
KBOI,KVNY,2
KBOI,KVUO,4
KBOI,KYKM,23
KBOI,PANC,2
KBOS,KBOS,23
KBOS,KBUF,32
KBOS,KBVY,27
KBOS,KBWI,188
KBOS,KCHO,3
KBOS,KCLE,27
KBOS,KCLT,226
KBOS,KCMH,35
KBOS,KCON,2
KBOS,KCVG,44
KBOS,KDAL,18
KBOS,KDCA,206
KBOS,KDEN,91
KBOS,KDET,2
KBOS,KDFW,163
KBOS,KDTW,183
KBOS,KEWB,4
KBOS,KEWR,94
KBOS,KEYE,5
KBOS,KFLL,168
KBOS,KFMH,14
KBOS,KFTG,16
KBOS,KFXE,2
KBOS,KGAI,4
KBOS,KHFY,2
KBOS,KHHR,5
KBOS,KHOU,41
KBOS,KHPN,6
KBOS,KHVN,3
KBOS,KHWO,5
KBOS,KHYA,82
KBOS,KIAD,64
KBOS,KIAH,46
KBOS,KIND,39
KBOS,KISM,3
KBOS,KJFK,330
KBOS,KJST,2
KBOS,KJYO,2
KBOS,KLAS,56
KBOS,KLAX,184
KBOS,KLEB,205
KBOS,KLGA,111
KBOS,KLKP,13
KBOS,KLWM,26
KBOS,KMCF,17
KBOS,KMCI,8
KBOS,KMCO,27
KBOS,KMDT,38
KBOS,KMDW,98
KBOS,KMHT,39
KBOS,KMIA,156
KBOS,KMSP,94
KBOS,KMSS,160
KBOS,KMTN,2
KBOS,KMVY,55
KBOS,KMZJ,11
KBOS,KNY2,2
KBOS,KOMA,3
KBOS,KONZ,8
KBOS,KOPF,7
KBOS,KORD,288
KBOS,KORF,5
KBOS,KORL,15
KBOS,KOWD,2
KBOS,KPDX,5
KBOS,KPHL,312
KBOS,KPHX,123
KBOS,KPIT,14
KBOS,KPNE,2
KBOS,KPSM,9
KBOS,KPTD,3
KBOS,KPTK,4
KBOS,KPVG,2
KBOS,KPYM,29
KBOS,KRDU,56
KBOS,KROC,104
KBOS,KRSW,150
KBOS,KRUT,3
KBOS,KSAN,37
KBOS,KSDF,104
KBOS,KSEA,77
KBOS,KSFO,78
KBOS,KSGS,20
KBOS,KSJC,5
KBOS,KSLC,5
KBOS,KSLK,143
KBOS,KSRQ,29
KBOS,KSTL,79
KBOS,KSYR,29
KBOS,KTAN,2
KBOS,KTEB,8
KBOS,KTPA,45
KBOS,KTTN,2
KBOS,KU42,3
KBOS,KUMP,9
KBOS,KVDF,4
KBOS,KVNC,2
KBOS,KVSF,3
KBOS,KVUO,2
KBOS,KW32,5
KBOS,KX39,4
KBOS,KXSA,2
KBOS,KYIP,3
KBOS,PANC,11
KBOW,KBOW,6
KBOW,KCHN,2
KBOW,KCLW,3
KBOW,KHWO,23
KBOW,KLAL,7
KBOW,KOPF,2
KBOW,KPIE,5
KBOW,KSEF,2
KBOW,KSRQ,7
KBOW,KTPF,4
KBOW,KVNC,8
KBOW,KX06,7
KBOW,KX49,10
KBQR,KBQR,18
KBQR,KGVQ,2
KBQR,KJHW,6
KBQR,KPEO,2
KBRD,KMSP,3
KBRD,KSGS,2
KBRD,KSTP,2
KBRO,KIAH,3
KBRY,KCVG,2
KBRY,KLOU,14
KBTA,KBTA,38
KBTA,KCBF,2
KBTA,KDVN,2
KBTA,KFET,2
KBTA,KLCG,4
KBTA,KLNK,11
KBTA,KLUG,2
KBTA,KMEY,6
KBTA,KMLE,10
KBTA,KOFK,3
KBTA,KOLU,2
KBTA,KOMA,2
KBTA,KTQE,3
KBTF,KBUR,4
KBTF,KDAL,3
KBTF,KDEN,11
KBTF,KDFW,3
KBTF,KDMA,2
KBTF,KDTW,2
KBTF,KFAT,2
KBTF,KIAH,5
KBTF,KLAS,5
KBTF,KLAX,10
KBTF,KOMA,3
KBTF,KONT,3
KBTF,KPDX,2
KBTF,KPHX,9
KBTF,KSAN,3
KBTF,KSAT,3
KBTF,KSBA,2
KBTF,KSFO,4
KBTF,KSJC,12
KBTF,KSMF,3
KBTF,KSNA,2
KBTF,KTUL,2
KBTF,KVNY,3
KBTL,KBTL,2
KBTL,KDTW,6
KBTL,KMKE,2
KBTL,KPIE,2
KBTL,KPTK,2
KBTP,KBTP,64
KBTP,KBVI,4
KBTP,KCXY,2
KBTP,KDUJ,2
KBTP,KEVY,2
KBTP,KFWQ,4
KBTP,KHGR,2
KBTP,KIDI,6
KBTP,KLBE,8
KBTP,KPNE,2
KBTP,PN14,36
KBTP,PN16,8
KBTP,PN25,4
KBTP,PN66,4
KBTP,PS66,4
KBTV,KPHL,2
KBUF,KBUF,21
KBUF,KBWI,80
KBUF,KCGF,3
KBUF,KCLT,73
KBUF,KCMH,3
KBUF,KDCA,7
KBUF,KDEN,7
KBUF,KDFW,45
KBUF,KDKK,6
KBUF,KDSV,8
KBUF,KDTW,117
KBUF,KELZ,2
KBUF,KEWR,7
KBUF,KFLL,26
KBUF,KFRG,4
KBUF,KFTG,7
KBUF,KGVQ,6
KBUF,KIAD,57
KBUF,KIAG,2
KBUF,KIND,2
KBUF,KJFK,83
KBUF,KJHW,6
KBUF,KLAS,39
KBUF,KLOM,2
KBUF,KMCF,9
KBUF,KMCO,2
KBUF,KMDT,3
KBUF,KMDW,45
KBUF,KMMU,4
KBUF,KMZJ,2
KBUF,KOLE,5
KBUF,KONZ,5
KBUF,KORD,153
KBUF,KORL,2
KBUF,KPBG,7
KBUF,KPHL,102
KBUF,KPHX,21
KBUF,KPIE,2
KBUF,KPNE,4
KBUF,KPVD,2
KBUF,KRFD,2
KBUF,KROC,15
KBUF,KRSW,19
KBUF,KSDF,47
KBUF,KSRQ,4
KBUF,KSUS,8
KBUF,KSYR,33
KBUF,KTPA,18
KBUF,KTYS,2
KBUF,KVDF,2
KBUF,KX39,7
KBUM,KK59,2
KBUM,KLWC,2
KBUM,KOJC,2
KBUR,KBUR,143
KBUR,KCCB,8
KBUR,KCCR,24
KBUR,KCMA,20
KBUR,KCNO,5
KBUR,KCRQ,10
KBUR,KDAL,29
KBUR,KDEN,101
KBUR,KDFW,64
KBUR,KDPA,3
KBUR,KEDC,3
KBUR,KEMT,23
KBUR,KF70,2
KBUR,KFAT,7
KBUR,KFNL,4
KBUR,KFUL,9
KBUR,KFXE,3
KBUR,KHHR,13
KBUR,KHND,3
KBUR,KHOU,6
KBUR,KHPN,2
KBUR,KHWD,15
KBUR,KIND,7
KBUR,KIWA,11
KBUR,KJFK,6
KBUR,KL70,7
KBUR,KL71,2
KBUR,KLAS,205
KBUR,KLAX,9
KBUR,KLGB,24
KBUR,KLNK,3
KBUR,KMCC,4
KBUR,KMDW,13
KBUR,KMHR,10
KBUR,KMRY,2
KBUR,KMYF,2
KBUR,KNFG,4
KBUR,KNUQ,3
KBUR,KNYL,3
KBUR,KOAK,249
KBUR,KONT,20
KBUR,KOPF,2
KBUR,KOXR,7
KBUR,KPDK,3
KBUR,KPDX,51
KBUR,KPHX,208
KBUR,KPOC,21
KBUR,KPSP,13
KBUR,KPVU,2
KBUR,KRAL,6
KBUR,KRFD,5
KBUR,KRIR,5
KBUR,KSAN,7
KBUR,KSBA,36
KBUR,KSBD,3
KBUR,KSBP,32
KBUR,KSDF,58
KBUR,KSDL,10
KBUR,KSEA,60
KBUR,KSEE,2
KBUR,KSFO,144
KBUR,KSJC,169
KBUR,KSLC,52
KBUR,KSLI,2
KBUR,KSMF,173
KBUR,KSMO,6
KBUR,KSMX,18
KBUR,KSNA,15
KBUR,KSNS,2
KBUR,KSQL,2
KBUR,KSTS,5
KBUR,KSUS,3
KBUR,KTEB,13
KBUR,KTOA,4
KBUR,KTUS,2
KBUR,KU42,61
KBUR,KUDD,2
KBUR,KUGN,16
KBUR,KUTA,5
KBUR,KVIS,8
KBUR,KVNY,65
KBUR,KWHP,39
KBUU,KBUU,2
KBUU,KC77,2
KBUU,KC81,5
KBUU,KDPA,3
KBUU,KENW,8
KBUU,KETB,3
KBUU,KFCM,2
KBUU,KHXF,2
KBUU,KJVL,2
KBUU,KLOT,5
KBUU,KPWK,25
KBUU,KRAC,2
KBUU,KRFD,2
KBUU,KRYV,2
KBUU,KSBM,5
KBUU,KUES,4
KBUU,KUGN,7
KBUY,KBUY,90
KBUY,KCMH,25
KBUY,KCPK,34
KBUY,KDAN,6
KBUY,KEXX,2
KBUY,KFBG,2
KBUY,KGSO,7
KBUY,KHBI,17
KBUY,KHFF,3
KBUY,KHNZ,4
KBUY,KHRJ,4
KBUY,KIAD,79
KBUY,KIGX,2
KBUY,KIPJ,4
KBUY,KJNX,6
KBUY,KJQF,27
KBUY,KJYO,7
KBUY,KMMU,65
KBUY,KMRN,5
KBUY,KORF,2
KBUY,KOSU,17
KBUY,KPWK,2
KBUY,KRDU,26
KBUY,KSIF,5
KBUY,KSOP,4
KBUY,KSTL,2
KBUY,KTDF,2
KBUY,KTTA,13
KBUY,KTTN,2
KBUY,KTYS,14
KBUY,KVUJ,4
KBUY,KW63,3
KBUY,KXLL,2
KBVI,KBVI,12
KBVI,KOYM,2
KBVI,KPJC,3
KBVI,KUCP,2
KBVI,KWBW,2
KBVI,PN14,3
KBVI,PN16,5
KBVI,PN25,2
KBVN,KLNK,2
KBVO,KBVO,10
KBVO,KCUH,2
KBVO,KGCM,2
KBVO,KGKY,2
KBVO,KHQZ,3
KBVO,KIWS,2
KBVO,KRVS,15
KBVO,KTUL,4
KBVS,KBVS,59
KBVS,KCLM,2
KBVS,KFHR,22
KBVS,KMAE,2
KBVS,KMYF,2
KBVS,KORS,17
KBVS,KPAE,52
KBVS,KPLU,2
KBVS,KPWT,21
KBVS,KRNT,22
KBVS,KS36,3
KBVS,KS50,10
KBVS,KSDL,2
KBVS,KSEA,27
KBVS,KSHN,6
KBVS,KSNA,3
KBVS,KUAO,2
KBVS,KVUO,2
KBVS,KYKM,3
KBVS,PANC,2
KBVY,KBVY,74
KBVY,KBWI,2
KBVY,KCQX,4
KBVY,KEWB,2
KBVY,KFMH,2
KBVY,KGAI,3
KBVY,KGHG,11
KBVY,KHYA,11
KBVY,KIAD,3
KBVY,KILG,2
KBVY,KLEB,2
KBVY,KLWM,8
KBVY,KMVY,3
KBVY,KOWD,9
KBVY,KPYM,5
KBVY,KTAN,2
KBVY,KTEB,3
KBWC,KBWC,3
KBWC,KCMA,3
KBWC,KFAT,2
KBWC,KIPL,3
KBWC,KSEE,2
KBWC,KVIS,4
KBWI,KBWI,42
KBWI,KCCB,2
KBWI,KCGF,4
KBWI,KCGS,23
KBWI,KCLE,39
KBWI,KCLT,221
KBWI,KCMH,90
KBWI,KCVG,177
KBWI,KCWA,2
KBWI,KDAL,135
KBWI,KDCA,19
KBWI,KDEN,116
KBWI,KDFW,77
KBWI,KDMW,5
KBWI,KDPA,3
KBWI,KDTW,115
KBWI,KDUJ,110
KBWI,KECP,19
KBWI,KEDG,3
KBWI,KEFD,9
KBWI,KEWB,2
KBWI,KEWR,119
KBWI,KEYE,6
KBWI,KFDK,17
KBWI,KFLL,215
KBWI,KFTG,34
KBWI,KFWQ,6
KBWI,KFXE,3
KBWI,KGAI,7
KBWI,KGRB,2
KBWI,KGRR,22
KBWI,KGSP,12
KBWI,KHEF,26
KBWI,KHFD,34
KBWI,KHMZ,5
KBWI,KHOU,122
KBWI,KHPN,4
KBWI,KHVN,3
KBWI,KHWO,6
KBWI,KIAD,22
KBWI,KIAH,31
KBWI,KIGQ,2
KBWI,KILG,3
KBWI,KILN,17
KBWI,KIND,47
KBWI,KISP,63
KBWI,KJFK,8
KBWI,KJST,47
KBWI,KJYO,9
KBWI,KL65,18
KBWI,KLAS,122
KBWI,KLAX,50
KBWI,KLCK,5
KBWI,KLNS,91
KBWI,KMAC,9
KBWI,KMCF,67
KBWI,KMCI,45
KBWI,KMCN,10
KBWI,KMCO,16
KBWI,KMDT,7
KBWI,KMDW,200
KBWI,KMGW,40
KBWI,KMHT,38
KBWI,KMIA,37
KBWI,KMKE,45
KBWI,KMLJ,6
KBWI,KMMK,7
KBWI,KMSP,112
KBWI,KMTN,55
KBWI,KN06,8
KBWI,KNGU,6
KBWI,KNIP,2
KBWI,KNZY,2
KBWI,KOAJ,2
KBWI,KOAK,24
KBWI,KOFF,2
KBWI,KONT,37
KBWI,KOQN,2
KBWI,KOQU,4
KBWI,KORD,135
KBWI,KORF,108
KBWI,KORL,22
KBWI,KPDK,6
KBWI,KPDX,27
KBWI,KPHL,104
KBWI,KPHX,83
KBWI,KPIE,4
KBWI,KPIT,28
KBWI,KPOB,3
KBWI,KPTW,6
KBWI,KPVD,158
KBWI,KPWK,5
KBWI,KRDG,6
KBWI,KRDU,133
KBWI,KRFD,18
KBWI,KRIR,22
KBWI,KRIV,17
KBWI,KROC,68
KBWI,KRSW,128
KBWI,KSAN,73
KBWI,KSAT,63
KBWI,KSCH,5
KBWI,KSDF,136
KBWI,KSEA,12
KBWI,KSFB,2
KBWI,KSFZ,2
KBWI,KSGS,8
KBWI,KSJC,5
KBWI,KSKF,2
KBWI,KSLC,4
KBWI,KSMF,4
KBWI,KSPA,11
KBWI,KSPG,2
KBWI,KSRQ,2
KBWI,KSTL,156
KBWI,KTEB,4
KBWI,KTHV,7
KBWI,KTPA,102
KBWI,KTTN,5
KBWI,KTUS,2
KBWI,KU42,3
KBWI,KUMP,10
KBWI,KVDF,6
KBWI,KVUO,3
KBWI,KW32,2
KBWI,KWRI,15
KBWI,KX39,20
KBWI,KYIP,4
KBWI,PA08,2
KBWI,PA43,5
KBWI,PA73,2
KBWI,PANC,7
KBWI,PN35,9
KBWI,PN62,8
KBWI,PN66,2
KBWI,PS23,3
KBWI,PS47,4
KBWI,PS52,15
KBWI,PS87,2
KBXA,KHBG,2
KBXA,KT36,2
KBXK,KBXK,16
KBXK,KCGZ,2
KBXK,KCHD,13
KBXK,KDVT,49
KBXK,KE63,4
KBXK,KFFZ,10
KBXK,KGEU,16
KBXK,KGYR,8
KBXK,KPAN,6
KBXK,KPRC,2
KBXK,KSDL,20
KC03,KCLT,3
KC03,KFWA,2
KC08,KCOS,4
KC09,KC09,7
KC09,KC77,4
KC09,KDPA,8
KC09,KLOT,3
KC09,KLPR,2
KC09,KMSN,2
KC15,KCLT,6
KC15,KCMI,2
KC15,KDFW,12
KC15,KMIA,5
KC15,KMKC,2
KC15,KPGD,4
KC15,KSPI,6
KC15,KSTL,3
KC16,KC16,15
KC16,KCMI,5
KC16,KCPS,2
KC16,KDEC,3
KC16,KMTO,4
KC16,KOLY,4
KC16,KSPI,3
KC20,KC20,5
KC20,KC62,2
KC20,KC91,4
KC20,KJOT,2
KC20,KPWK,2
KC27,KC27,2
KC27,KORD,2
KC29,KC29,161
KC29,KC35,18
KC29,KC47,30
KC29,KCWA,2
KC29,KDLL,12
KC29,KEFT,12
KC29,KENW,2
KC29,KETB,2
KC29,KFLD,2
KC29,KGRB,3
KC29,KJVL,8
KC29,KLNR,5
KC29,KMKE,20
KC29,KMRJ,33
KC29,KMSN,4
KC29,KMWC,4
KC29,KOVS,6
KC29,KPDC,2
KC29,KPVB,3
KC29,KPWK,3
KC29,KRYV,5
KC29,KSBM,7
KC29,KSDF,4
KC29,KUES,6
KC29,KUNU,7
KC29,KVOK,2
KC29,KY51,4
KC29,KY72,2
KC35,KC35,7
KC35,KDLL,3
KC35,KENW,2
KC35,KFLD,2
KC35,KMSN,17
KC35,KMTW,2
KC35,KPVB,3
KC35,KPWK,2
KC47,KCLI,2
KC47,KGRB,2
KC47,KUNU,3
KC62,KC62,5
KC62,KSER,2
KC73,KDPA,2
KC74,KORD,2
KC75,KORD,3
KC77,KC77,144
KC77,KDPA,2
KC77,KEFT,14
KC77,KFCM,3
KC77,KFEP,6
KC77,KHXF,4
KC77,KJVL,13
KC77,KLOT,6
KC77,KMDW,3
KC77,KMSN,13
KC77,KPWK,2
KC77,KRAC,6
KC77,KRFD,6
KC77,KRYV,2
KC77,KUES,2
KC80,KFAT,7
KC80,KFCH,4
KC80,KMAE,2
KC80,KPRB,3
KC81,KC81,19
KC81,KDPA,2
KC81,KDVN,2
KC81,KEFT,3
KC81,KORD,2
KC81,KPWK,11
KC81,KUNU,4
KC83,KC83,51
KC83,KCCR,28
KC83,KCMA,2
KC83,KCPU,5
KC83,KCRQ,2
KC83,KE16,16
KC83,KEDU,2
KC83,KEMT,2
KC83,KFAT,2
KC83,KHAF,3
KC83,KHWD,20
KC83,KLHM,6
KC83,KLVK,46
KC83,KMOD,2
KC83,KMYF,2
KC83,KO20,6
KC83,KO27,2
KC83,KO61,2
KC83,KO69,4
KC83,KO88,3
KC83,KOAK,17
KC83,KPAO,35
KC83,KRHV,35
KC83,KSAC,2
KC83,KSCK,2
KC83,KSFO,3
KC83,KSJC,26
KC83,KSQL,15
KC83,KSTS,2
KC83,KTCY,6
KC83,KVIS,2
KC91,KORD,6
KCAK,KCLT,5
KCAK,KDAY,2
KCAK,KFMY,2
KCAK,KLGA,2
KCAK,KORD,8
KCAK,KPHL,8
KCAK,KPTK,4
KCAK,KRSW,3
KCAK,KTPA,2
KCAV,KCAV,3
KCBE,KGAI,2
KCBF,KCBF,308
KCBF,KCEK,2
KCBF,KDNS,4
KCBF,KFCM,2
KCBF,KGRI,2
KCBF,KHNR,19
KCBF,KK36,4
KCBF,KLNK,8
KCBF,KLVN,3
KCBF,KMKC,2
KCBF,KMLE,15
KCBF,KOFK,4
KCBF,KOJC,2
KCBF,KOMA,8
KCBF,KPMV,3
KCBF,KRDK,9
KCBF,KSDA,4
KCBF,KSTC,2
KCBF,KSUX,2
KCBF,KY43,2
KCBG,KFCM,22
KCBG,KJMR,4
KCBG,KLXL,3
KCBG,KMIC,17
KCBG,KMSP,2
KCBG,KROS,3
KCBG,KSTC,11
KCCB,KCCB,88
KCCB,KCMA,23
KCCB,KCNO,6
KCCB,KCVG,3
KCCB,KDAL,2
KCCB,KDEN,13
KCCB,KDFW,5
KCCB,KEMT,12
KCCB,KF70,4
KCCB,KFUL,20
KCCB,KGCN,2
KCCB,KGEG,3
KCCB,KHHR,2
KCCB,KL26,10
KCCB,KL35,11
KCCB,KL70,3
KCCB,KL71,17
KCCB,KL94,2
KCCB,KLAS,6
KCCB,KLAX,2
KCCB,KLGB,15
KCCB,KMDW,2
KCCB,KMHR,2
KCCB,KMYF,4
KCCB,KNFG,2
KCCB,KOAK,10
KCCB,KONT,21
KCCB,KOXR,6
KCCB,KPAN,2
KCCB,KPDX,3
KCCB,KPHX,11
KCCB,KPOC,64
KCCB,KPSP,7
KCCB,KRAL,7
KCCB,KREI,2
KCCB,KRFD,5
KCCB,KRIR,16
KCCB,KRIV,2
KCCB,KRNM,2
KCCB,KSBA,6
KCCB,KSBD,16
KCCB,KSBP,8
KCCB,KSDF,9
KCCB,KSEA,5
KCCB,KSEE,3
KCCB,KSFO,3
KCCB,KSLC,2
KCCB,KSMF,3
KCCB,KSMO,8
KCCB,KSMX,2
KCCB,KSNA,11
KCCB,KU42,2
KCCB,KUDD,3
KCCB,KVIS,3
KCCB,KVNY,5
KCCB,KWHP,13
KCCB,PANC,5
KCCR,KCCR,218
KCCR,KCMA,5
KCCR,KCPU,15
KCCR,KCRQ,4
KCCR,KD83,3
KCCR,KDVO,12
KCCR,KDWA,12
KCCR,KE16,3
KCCR,KE45,4
KCCR,KEDU,3
KCCR,KFAT,2
KCCR,KFFZ,2
KCCR,KGOO,11
KCCR,KHAF,16
KCCR,KHWD,21
KCCR,KLGB,5
KCCR,KLHM,10
KCCR,KLVK,28
KCCR,KMCC,12
KCCR,KMER,6
KCCR,KMEV,3
KCCR,KMHR,15
KCCR,KMOD,14
KCCR,KMYF,4
KCCR,KO22,25
KCCR,KO27,6
KCCR,KO60,10
KCCR,KO61,2
KCCR,KO69,3
KCCR,KO88,25
KCCR,KOAK,10
KCCR,KPAO,14
KCCR,KPRB,2
KCCR,KPSP,4
KCCR,KPUB,2
KCCR,KPVF,5
KCCR,KRHV,8
KCCR,KRNO,5
KCCR,KSAC,19
KCCR,KSBA,2
KCCR,KSBP,3
KCCR,KSDL,6
KCCR,KSDM,2
KCCR,KSFO,3
KCCR,KSJC,6
KCCR,KSMF,11
KCCR,KSNA,6
KCCR,KSNS,2
KCCR,KSQL,5
KCCR,KSTS,24
KCCR,KTCY,9
KCCR,KTRK,7
KCCR,KTVL,7
KCCR,KUDD,2
KCCR,KUKI,2
KCCR,KVCB,23
KCCR,KVNY,2
KCCR,KWLW,2
KCCR,KWVI,3
KCDC,KCDC,61
KCDC,KLAS,4
KCDC,KMLF,16
KCDC,KPVU,4
KCDC,KU42,4
KCDC,KU77,2
KCDC,KVGT,2
KCDW,KCDW,246
KCDW,KCHO,2
KCDW,KCXY,2
KCDW,KDMW,8
KCDW,KFRG,7
KCDW,KFWN,22
KCDW,KGHG,2
KCDW,KHOU,2
KCDW,KHPN,4
KCDW,KHVN,3
KCDW,KHYA,3
KCDW,KIAD,2
KCDW,KIAG,2
KCDW,KILG,5
KCDW,KIPJ,2
KCDW,KISP,2
KCDW,KLNS,19
KCDW,KLOM,4
KCDW,KLWM,3
KCDW,KMGJ,8
KCDW,KMHT,3
KCDW,KMJX,4
KCDW,KMMU,20
KCDW,KMPO,4
KCDW,KMTN,4
KCDW,KMVY,2
KCDW,KN37,15
KCDW,KN51,2
KCDW,KN89,3
KCDW,KPHF,2
KCDW,KPNE,3
KCDW,KPOU,6
KCDW,KPTW,2
KCDW,KRDG,4
KCDW,KROC,2
KCDW,KSCH,2
KCDW,KSMQ,4
KCDW,KSNC,2
KCDW,KSUS,9
KCDW,KSWF,5
KCDW,KTTN,14
KCDW,KTYS,3
KCDW,KWWD,4
KCDW,PA49,2
KCEK,KCEK,13
KCEK,KFBY,3
KCEK,KLNK,3
KCEK,KMLE,2
KCEK,KTOP,2
KCEU,KCEU,15
KCEU,KCMH,3
KCEU,KCZL,2
KCEU,KECP,2
KCEU,KFMY,2
KCEU,KJYO,3
KCEU,KJZP,2
KCEU,KLQK,3
KCEU,KMIA,3
KCEU,KPDK,2
KCEU,KPIE,2
KCEU,KPTK,15
KCEU,KRDU,2
KCEU,KSPG,3
KCEU,KTOC,3
KCEU,KTYQ,6
KCEU,KTYS,2
KCEU,KVPC,2
KCEV,KTYQ,2
KCEV,KUWL,2
KCEW,KCEW,32
KCEW,KDTS,11
KCEW,KECP,3
KCEW,KEGI,14
KCEW,KM73,2
KCEW,KNFJ,4
KCEW,KNGS,16
KCEW,KNKL,3
KCEW,KNUN,2
KCEW,KSRQ,2
KCFD,KCFD,8
KCFD,KCLL,2
KCFD,KDFW,2
KCFD,KRYW,2
KCFE,KCFE,14
KCFE,KD39,3
KCFE,KFCM,30
KCFE,KJMR,2
KCFE,KLJF,5
KCFE,KLVN,2
KCFE,KMGG,6
KCFE,KMIC,60
KCFE,KPEX,2
KCFE,KPNM,2
KCFE,KRPD,2
KCFE,KSTC,13
KCFE,KSTP,4
KCFJ,KCFJ,2
KCFJ,KFKR,3
KCFJ,KLAF,3
KCFJ,KTYQ,6
KCFJ,KUMP,2
KCGE,KDCA,2
KCGE,KFME,5
KCGE,KHEF,2
KCGE,KMTN,2
