node1,node2,weight
K0W3,KJYO,2
K0W3,KMIV,2
K0W3,KMTN,12
K0W3,KN06,2
K0W3,KW32,2
K10C,K10C,30
K10C,K3CK,2
K10C,KBUU,2
K10C,KC77,2
K10C,KC81,3
K10C,KCMI,2
K10C,KDEC,2
K10C,KEFT,2
K10C,KK59,2
K10C,KPWK,11
K10C,KUGN,3
K11V,K11V,4
K11V,K18V,3
K11V,KAPA,9
K11V,KBDU,4
K11V,KBJC,63
K11V,KBKF,6
K11V,KDEN,14
K11V,KEIK,9
K11V,KFNL,2
K11V,KGXY,2
K11V,KLMO,23
K12J,K12J,7
K12J,K79J,9
K12J,KDTS,4
K12J,KGZH,4
K12J,KMVC,3
K12J,KNSE,422
K12J,KNUN,3
K12J,KPNS,3
K12N,K12N,2
K12N,K1N7,7
K12N,KCDW,6
K12N,KFWN,3
K12N,KMMU,2
K12N,KN51,2
K12N,KTTN,3
K12Y,KANE,3
K12Y,KFCM,11
K13C,KGRR,6
K14A,K14A,65
K14A,K1A4,3
K14A,K43A,2
K14A,K5W8,4
K14A,KAKH,3
K14A,KCLT,2
K14A,KDAN,2
K14A,KEHO,2
K14A,KGSO,2
K14A,KHBI,3
K14A,KHKY,17
K14A,KI69,2
K14A,KIPJ,9
K14A,KJQF,11
K14A,KMRN,3
K14A,KPDK,4
K14A,KPHL,3
K14A,KSVH,41
K14A,KTTA,2
K14A,KUKF,4
K14J,KDTS,4
K14J,KECP,9
K14J,KEDN,2
K14J,KNUN,3
K14Y,KANE,4
K14Y,KCFE,2
K14Y,KMSP,5
K14Y,KSGS,2
K17J,KECP,2
K17N,K17N,18
K17N,K19N,3
K17N,KLNS,3
K17N,KN81,12
K17N,KOBI,4
K17N,KTHV,2
K17N,KWWD,4
K18A,KGYH,2
K18A,KLZU,3
K18V,K18V,2
K18V,KAPA,4
K18V,KBDU,2
K18V,KBJC,16
K18V,KEIK,4
K18V,KLMO,2
K19A,K3J7,2
K19A,KAHN,2
K19A,KJQF,2
K19A,KLZU,2
K19A,KWDR,2
K19N,K19N,11
K19N,KCDW,2
K19N,KEVY,2
K19N,KILG,2
K19N,KMIV,3
K19N,KOBI,4
K19N,KPHL,4
K19N,KTTN,14
K19N,KWWD,2
K1A3,K1A3,3
K1A3,K49A,2
K1A3,KCLT,3
K1A3,KDZJ,4
K1A3,KPDK,2
K1A3,KRHP,2
K1A3,KTYS,2
K1A4,K1A4,2
K1A4,K54J,4
K1A4,KDTS,3
K1A4,KNGS,2
K1A4,KNPA,2
K1A5,K1A5,8
K1A5,K4A7,2
K1A5,KCEU,2
K1A5,KCEW,5
K1A5,KDAB,2
K1A5,KHKY,2
K1A5,KLZU,4
K1A5,KPDK,6
K1A5,KRYY,3
K1A5,KTOC,3
K1B2,KFMH,5
K1B2,KLWM,2
K1B2,KPYM,2
K1B2,KSFZ,2
K1B6,KGHG,2
K1B6,KHYA,6
K1B6,KPYM,6
K1B6,KTAN,2
K1B9,K1B9,53
K1B9,KASH,2
K1B9,KBED,4
K1B9,KBID,2
K1B9,KBOS,11
K1B9,KCQX,9
K1B9,KFMH,3
K1B9,KFMY,2
K1B9,KGHG,2
K1B9,KHYA,11
K1B9,KISP,2
K1B9,KLWM,4
K1B9,KMVY,10
K1B9,KOQU,4
K1B9,KORE,5
K1B9,KOWD,3
K1B9,KPYM,19
K1B9,KSFZ,2
K1B9,KSNC,3
K1BT,K1H0,3
K1BT,KSTL,3
K1BT,KSUS,6
K1C2,KGYY,2
K1C5,K1C5,11
K1C5,KARR,2
K1C5,KC09,6
K1C5,KC81,2
K1C5,KIGQ,6
K1C5,KJEF,4
K1C5,KLOT,5
K1F0,KADS,17
K1F0,KAFW,5
K1F0,KDTO,9
K1F0,KFTW,3
K1F0,KGKY,2
K1F0,KGLE,3
K1F0,KLUD,2
K1F0,KT31,2
K1F0,KTKI,2
K1F0,KTYR,2
K1F4,KADS,3
K1F4,KFTW,2
K1F4,KHOU,2
K1F4,KTKI,3
K1G1,KI64,3
K1G1,KLPR,3
K1G3,KORD,3
K1G3,KPOV,2
K1G4,K61B,3
K1G4,KHND,6
K1G4,KVGT,12
K1G5,KCGF,2
K1H0,K1H0,116
K1H0,K1H3,2
K1H0,KCPS,8
K1H0,KENW,2
K1H0,KFAM,4
K1H0,KFES,3
K1H0,KHAE,10
K1H0,KK39,24
K1H0,KLXT,2
K1H0,KMO6,5
K1H0,KSET,7
K1H0,KSUS,2
K1H0,KUUV,4
K1H2,K1H2,10
K1H2,KCPS,4
K1H2,KLOT,2
K1H2,KSPI,15
K1H2,KTYQ,3
K1H3,KCPS,2
K1H3,KFES,2
K1H3,KLZU,2
K1H3,KMO6,3
K1H3,KMQY,2
K1H3,KSET,3
K1H3,KSPI,2
K1H3,KSUS,6
K1H8,K1H8,6
K1H8,K2H0,2
K1H8,KC16,5
K1H8,KCMI,3
K1J0,K1J0,3
K1J0,KCEW,8
K1J0,KECP,5
K1J0,KEDN,4
K1J0,KNSE,5
K1J6,KEVB,2
K1J6,KJAX,2
K1L3,K61B,15
K1L3,KHND,27
K1L3,KLAS,30
K1L3,KVGT,37
K1L8,KDEN,2
K1L8,KSGU,5
K1L9,KCDC,4
K1N1,KABQ,7
K1N1,KAEG,3
K1N7,K1N7,9
K1N7,K3C8,2
K1N7,K47N,3
K1N7,K4N1,2
K1N7,KABE,3
K1N7,KCDW,5
K1N7,KDYL,7
K1N7,KMPO,6
K1N7,KN40,4
K1N7,KSMQ,2
K1N7,KTTN,2
K1N7,KVAY,5
K1N7,KXLL,3
K1O2,K2O3,3
K1O2,KAPC,2
K1O2,KAUN,4
K1O2,KBAB,2
K1O2,KBUR,5
K1O2,KCCR,2
K1O2,KDVO,6
K1O2,KLHM,3
K1O2,KMHR,20
K1O2,KO41,2
K1O2,KOAK,5
K1O2,KPAO,2
K1O2,KSAC,4
K1O2,KSMF,23
K1O2,KSQL,4
K1O2,KSTS,3
K1O2,KVCB,2
K1O3,K1O3,46
K1O3,K2O6,2
K1O3,KAPC,2
K1O3,KAUN,6
K1O3,KC83,2
K1O3,KCCR,4
K1O3,KE45,3
K1O3,KF72,13
K1O3,KFCH,2
K1O3,KHAF,2
K1O3,KLVK,2
K1O3,KMHR,2
K1O3,KO20,5
K1O3,KO27,13
K1O3,KO70,4
K1O3,KPAO,2
K1O3,KRHV,3
K1O3,KSAC,5
K1O3,KSBP,2
K1O3,KSDL,2
K1Q4,KAPC,2
K1Q4,KC83,2
K1Q4,KHWD,2
K1Q4,KLVK,2
K1Q4,KO27,2
K1Q4,KPAO,2
K1Q4,KSJC,2
K1Q4,KTCY,4
K1R8,KDTS,2
K1R8,KNSE,15
K1S5,KBFI,3
K1S5,KYKM,14
K1T7,K1T7,43
K1T7,K2R9,2
K1T7,K5C1,3
K1T7,KBAZ,7
K1T7,KCVB,2
K1T7,KEDC,2
K1T7,KEFD,2
K1T7,KERV,5
K1T7,KF46,2
K1T7,KHYI,4
K1T7,KLNC,2
K1T7,KSGR,2
K1T7,KSKF,2
K1T7,KT82,5
K1V6,K1V6,20
K1V6,K4V1,8
K1V6,K52F,2
K1V6,KAEJ,3
K1V6,KAFF,10
K1V6,KAPA,2
K1V6,KBJC,2
K1V6,KCOS,6
K1V6,KDEN,9
K1V6,KFFZ,2
K1V6,KFTG,2
K1V6,KFYV,2
K1V6,KPUB,19
K1V6,KTAD,14
K20A,KBWI,2
K20A,KPHL,8
K20A,KSDF,5
K20A,KTYS,14
K21D,KANE,2
K21D,KDPA,2
K21D,KFCM,11
K21D,KMIC,6
K21D,KSTP,3
K21F,K52F,2
K21F,KADS,4
K21F,KDFW,2
K21F,KDTO,13
K21F,KGLE,2
K21F,KHQZ,2
K21F,KT67,4
K22N,KXLL,2
K22N,PA30,5
K24A,KDFW,2
K24A,KEHO,2
K24A,KHKY,2
K24A,KPVG,4
K24A,KTOC,2
K25D,KFCM,2
K25D,KROS,2
K26A,KMAC,2
K27A,KLZU,3
K27K,KSDF,4
K29D,K29D,21
K29D,KBTP,3
K29D,KBVI,3
K29D,KBWI,4
K29D,KGKJ,3
K29D,KLOT,3
K29D,KSRQ,2
K29D,PN06,2
K29D,PN14,4
K29D,PN16,4
K29D,PN25,2
K29M,KATL,4
K29M,KORD,13
K29M,KPGD,2
K29M,KPTK,2
K29M,KY47,2
K2A5,K2A5,3
K2A5,KBUY,7
K2A5,KHRJ,7
K2A5,KJQF,3
K2A5,KRDU,3
K2A5,KRWI,2
K2A5,KSOP,4
K2B3,KBOS,4
K2C8,K96D,2
K2F7,K2F7,3
K2F7,K76F,8
K2F7,K7F3,4
K2F7,KADS,36
K2F7,KF69,2
K2F7,KGVT,10
K2F7,KHQZ,3
K2F7,KSWI,2
K2F7,KT31,2
K2F7,KTKI,10
K2G2,KATL,8
K2G2,KDAL,2
K2G2,KDEN,2
K2G2,KDFW,2
K2G2,KIAH,2
K2G2,KIND,3
K2G2,KSDF,3
K2GC,K3A4,4
K2GC,KEYF,2
K2GC,KTTA,2
K2H0,K2H0,3
K2H0,KCMI,2
K2H0,KSPI,4
K2H2,K2H2,5
K2H2,K3DW,4
K2H2,KASG,2
K2H2,KFYV,2
K2H2,KMKC,3
K2IS,K2IS,2
K2IS,KAPF,5
K2IS,KFMY,7
K2IS,KFXE,2
K2IS,KMKY,2
K2IS,KPGD,5
K2IS,KPIE,3
K2IS,KSRQ,2
K2IS,KVNC,2
K2IS,KX06,3
K2K9,K2K9,11
K2K9,KGCM,2
K2K9,KRVS,77
K2K9,KTUL,3
K2M2,KHSV,6
K2O1,KCIC,3
K2O1,KMHR,5
K2O3,K2O3,3
K2O3,KLHM,2
K2O3,KO69,2
K2O3,KRHV,2
K2O3,KSTS,3
K2O3,KVCB,5
K2O3,KWLW,2
K2O6,K2O6,5
K2O6,KFAT,2
K2O6,KL73,3
K2O6,KLAX,4
K2O6,KLVK,3
K2O6,KMAE,2
K2O6,KMCE,2
K2O6,KMOD,3
K2O6,KO22,2
K2R2,K2R2,13
K2R2,KBMG,2
K2R2,KDCA,7
K2R2,KDEN,3
K2R2,KDTW,12
K2R2,KFRH,2
K2R2,KFWA,2
K2R2,KGRR,2
K2R2,KLAS,3
K2R2,KMCI,4
K2R2,KMDW,6
K2R2,KMKE,7
K2R2,KMSN,5
K2R2,KMSP,11
K2R2,KORD,26
K2R2,KPHL,4
K2R2,KPHX,3
K2R2,KSEA,4
K2R2,KSRQ,2
K2R2,KTYQ,2
K2R2,KUMP,3
K2R4,K2R4,9
K2R4,K79J,3
K2R4,KCEW,5
K2R4,KDCU,3
K2R4,KNFJ,4
K2R4,KNGS,22
K2R4,KNPA,3
K2R4,KNSE,2
K2R4,KPNS,2
K2R7,KBNA,2
K2R9,K3R9,4
K2R9,KEDC,3
K2R9,KSAT,4
K2R9,KSGR,2
K2W5,K2W5,16
K2W5,KCGE,2
K2W5,KDAA,4
K2W5,KDCA,16
K2W5,KEZF,2
K2W5,KFME,4
K2W5,KGAI,2
K2W5,KRMN,4
K2W6,K2W6,99
K2W6,K33N,2
K2W6,KADW,5
K2W6,KANP,6
K2W6,KBWI,4
K2W6,KCGE,21
K2W6,KCKZ,2
K2W6,KDCA,8
K2W6,KESN,4
K2W6,KFDK,6
K2W6,KFME,5
K2W6,KHEF,3
K2W6,KHGR,2
K2W6,KILG,6
K2W6,KMTN,5
K2W6,KN06,3
K2W6,KNHK,4
K2W6,KOSH,2
K2W6,KW32,13
K2W6,KXSA,3
K31E,K31E,4
K31E,K3N6,4
K31E,KABE,2
K31E,KMIV,3
K31E,KMJX,3
K31E,KN87,2
K31E,KWWD,4
K33J,K54J,5
K33J,KCEW,2
K33J,KDTS,5
K33J,KECP,13
K33J,KEDN,2
K33J,KNSE,3
K33N,K33N,8
K33N,KDOV,3
K33N,KDYL,2
K33N,KEVY,9
K33N,KILG,13
K33N,KMIV,2
K33N,KOQN,2
K34R,KADS,3
K34R,KDFW,19
K34R,KFWS,2
K35A,KAKH,3
K35A,KLQK,4
K35D,K3GM,2
K35D,KDFW,4
K35D,KIWA,2
K35D,KMDW,3
K35D,KORD,5
K36U,KLAS,2
K36U,KPVU,5
K36U,KSDL,3
K36U,KU42,4
K36U,KU77,4
K37K,KFTW,5
K37K,KGKY,2
K37K,KGLE,3
K37K,KLUD,2
K38D,K3G3,2
K39N,K39N,100
K39N,K8B1,3
K39N,KACY,3
K39N,KCDW,8
K39N,KEWR,2
K39N,KFRG,2
K39N,KHPN,4
K39N,KLDJ,14
K39N,KLNS,5
K39N,KMMU,5
K39N,KN12,4
K39N,KN51,3
K39N,KN57,2
K39N,KN87,2
K39N,KOQN,4
K39N,KPHL,3
K39N,KSMQ,4
K39N,KTTN,5
K39N,KVAY,8
K39N,PA49,2
K3A1,K3A1,6
K3A1,K5M0,4
K3A1,K8A1,10
K3A1,KBNA,2
K3A1,KDCU,2
K3A1,KDTS,2
K3A1,KDVT,2
K3A1,KHSV,6
K3A1,KMDQ,5
K3A1,KTYS,15
K3A4,KGSB,2
K3B0,K3B0,6
K3B0,KLZD,2
K3B0,KORE,5
K3B0,KPYM,4
K3B4,KBOS,2
K3C8,K3C8,5
K3C8,KBDR,5
K3C8,KCDW,5
K3C8,KDXR,2
K3C8,KFRG,38
K3C8,KHPN,19
K3C8,KHWV,14
K3C8,KISP,20
K3C8,KMGJ,2
K3C8,KMMK,2
K3C8,KMMU,5
K3C8,KPHL,4
K3C8,KTEB,7
K3CK,K3CK,37
K3CK,KARR,2
K3CK,KBUU,13
K3CK,KC02,2
K3CK,KDPA,14
K3CK,KENW,3
K3CK,KIGQ,2
K3CK,KJOT,3
K3CK,KMSN,2
K3CK,KPWK,13
K3CK,KRYV,8
K3CK,KSPI,3
K3CK,KUGN,2
K3CK,KYIP,2
K3DW,K3DW,21
K3DW,KBNA,2
K3DW,KCPS,7
K3DW,KGKY,3
K3DW,KLXT,2
K3DW,KRAW,2
K3DW,KSGF,3
K3F7,KASG,2
K3F7,KBVO,2
K3F7,KH04,2
K3F7,KRVS,61
K3F7,KTUL,10
K3F9,KADS,5
K3F9,KF46,3
K3F9,KTME,3
K3G3,K3G3,63
K3G3,K8G1,2
K3G3,KAKR,2
K3G3,KBJJ,10
K3G3,KBKL,13
K3G3,KCAK,3
K3G3,KCGF,2
K3G3,KIND,2
K3G3,KTTA,2
K3G6,KPHL,2
K3GM,KGYY,2
K3GM,KORD,8
K3GV,KLXT,2
K3HO,KMDW,2
K3I7,K3I7,8
K3I7,KCVG,3
K3I7,KI17,2
K3I7,KI73,2
K3I7,KTYS,2
K3I7,KVES,4
K3J7,K9A1,2
K3J7,KJZP,2
K3J7,KLZU,2
K3J7,KPDK,3
K3K6,K3K6,9
K3K6,KALN,2
K3K6,KCPS,6
K3L2,K3L2,2
K3L2,K61B,6
K3L2,KHND,9
K3L2,KLAS,3
K3L2,KVGT,12
K3LF,KALN,11
K3LF,KCPS,2
K3LF,KENL,3
K3LF,KMTO,2
K3LF,KSPI,2
K3LF,KSUS,4
K3M2,KDCU,2
K3M2,KMDQ,2
K3MY,KCLT,5
K3MY,KORD,13
K3N6,K3N6,18
K3N6,K47N,9
K3N6,KACY,2
K3N6,KN12,2
K3N6,KN14,3
K3N6,KN40,2
K3N6,KOBI,2
K3N6,KPYM,2
K3N6,KVAY,2
K3N6,KWWD,2
K3O1,KCCR,2
K3O1,KE16,3
K3O1,KE45,3
K3O1,KFCH,2
K3O1,KLSN,7
K3O1,KMCE,2
K3O1,KMOD,2
K3O1,KO27,2
K3O1,KO70,2
K3O1,KWVI,3
K3O9,KRVS,2
K3R9,K3R9,15
K3R9,K50R,5
K3R9,KADS,4
K3R9,KAUS,3
K3R9,KAXH,6
K3R9,KDWH,6
K3R9,KEDC,7
K3R9,KERV,2
K3R9,KFTW,2
K3R9,KHOU,3
K3R9,KHYI,8
K3R9,KIWS,13
K3R9,KPRC,2
K3R9,KRYW,5
K3R9,KSGR,7
K3T3,KSBM,2
K3T5,KHYI,4
K3T5,KT20,2
K40G,KDVT,7
K40G,KFFZ,4
K40G,KFLG,2
K40G,KGEU,3
K40G,KIWA,4
K40G,KSDL,6
K41N,PN18,2
K43A,KAKH,2
K43A,KBUY,9
K43A,KHBI,3
K43A,KJNX,2
K43A,KJQF,2
K43A,KRDU,5
K43A,KRWI,2
K43A,KSOP,3
K43A,KSVH,2
K43A,KTTA,4
K44C,KC29,11
K44C,KJVL,3
K44C,KMRJ,5
K45G,K45G,6
K45G,KARB,2
K45G,KPTK,2
K45G,KTEW,4
K47A,K47A,114
K47A,K49A,2
K47A,K4A4,3
K47A,K5W8,2
K47A,KANB,2
K47A,KCTJ,2
K47A,KDTS,3
K47A,KFFC,8
K47A,KFTY,2
K47A,KFXE,2
K47A,KGVL,4
K47A,KJWN,4
K47A,KJZP,10
K47A,KLOT,4
K47A,KLZU,7
K47A,KMGE,2
K47A,KPDK,28
K47A,KRYY,43
K47A,KSRQ,3
K47A,KTYS,6
K47A,KVPC,19
K47A,KWDR,3
K47N,K47N,19
K47N,K4N1,3
K47N,KABE,4
K47N,KACY,4
K47N,KBLM,5
K47N,KCDW,9
K47N,KDYL,11
K47N,KEVY,2
K47N,KFRG,3
K47N,KFWN,3
K47N,KGVQ,2
K47N,KHPN,3
K47N,KISP,2
K47N,KJFK,2
K47N,KJYO,2
K47N,KLDJ,24
K47N,KLOM,2
K47N,KMJX,8
K47N,KMMU,7
K47N,KMPO,6
K47N,KN12,2
K47N,KN14,7
K47N,KN40,2
K47N,KN47,2
K47N,KN73,2
K47N,KPHL,6
K47N,KPNE,7
K47N,KPTW,2
K47N,KSMQ,3
K47N,KTTN,8
K47N,KVAY,5
K47N,PA49,2
K47N,PA68,2
K47N,PS82,3
K49A,K49A,2
K49A,KGVL,2
K49A,KJZP,16
K49A,KLZU,5
K49A,KPDK,12
K4A0,K9A1,2
K4A0,KATL,2
K4A4,KCTJ,2
K4A4,KFTY,2
K4A4,KGVL,2
K4A4,KLZU,2
K4A4,KPDK,6
K4A4,KPUJ,4
K4A4,KRYY,30
K4A5,KASG,3
K4A5,KGPH,17
K4A6,KHSV,3
K4A7,K4A7,7
K4A7,K9A1,5
K4A7,KFFC,8
K4A7,KGVL,2
K4A7,KLOU,2
K4A7,KLZU,2
K4A7,KMCN,2
K4A7,KMGE,3
K4A7,KOPN,2
K4A7,KPDK,5
K4A7,KWDR,4
K4B8,K4B8,4
K4B8,KAPF,2
K4B8,KATL,15
K4B8,KBDR,2
K4B8,KBNA,2
K4B8,KBWI,17
K4B8,KCDW,2
K4B8,KCLT,12
K4B8,KDCA,9
K4B8,KDFW,5
K4B8,KFLL,3
K4B8,KFRG,3
K4B8,KHVN,2
K4B8,KIAD,6
K4B8,KMCF,3
K4B8,KMCO,2
K4B8,KMMK,2
K4B8,KORL,4
K4B8,KOXC,4
K4B8,KPHL,15
K4B8,KRSW,6
K4B8,KSNC,2
K4B8,KTPA,9
K4D0,KDTW,3
K4D0,KORD,12
K4G4,K4G4,3
K4G6,K9G3,3
K4G6,KBUF,6
K4G6,KGVQ,2
K4G8,K4G8,3
K4G8,KDSV,2
K4I7,KUMP,3
K4K3,KGPH,4
K4K3,KLXT,2
K4K3,KMKC,9
K4M1,KASG,3
K4M1,KROG,2
K4M1,KRVS,3
K4M1,KVBT,3
K4M2,KHRO,3
K4N1,K4N1,40
K4N1,KCDW,9
K4N1,KFRG,2
K4N1,KHPN,9
K4N1,KJFK,2
K4N1,KLDJ,6
K4N1,KMGJ,2
K4N1,KMMU,6
K4N1,KN37,2
K4N1,KN82,2
K4N1,KPOU,3
K4N1,KSWF,5
K4N1,KTEB,11
K4N1,KTTN,4
K4N1,KW05,2
K4N1,PA65,2
K4R4,KNPA,2
K4R4,KNSE,9
K4S2,KHIO,19
K4S2,KPDX,11
K4S9,KHIO,2
K4S9,KTTD,6
K4S9,KUAO,3
K4SD,K4SD,5
K4SD,KA34,2
K4SD,KHWD,2
K4SD,KRNO,14
K4T2,KADS,2
K4T2,KAFW,11
K4T2,KFTW,4
K4T2,KGLE,2
K4T2,KT67,5
K4V1,KAPA,10
K4V1,KBJC,4
K4V1,KCOS,7
K4V1,KDVT,3
K4V1,KFNL,2
K4V1,KFTG,6
K4V1,KPUB,36
K4V1,KTAD,2
K4V9,KMLE,2
K4V9,KOMA,5
K50F,K50F,4
K50F,KDAL,2
K50F,KDTO,2
K50F,KFTW,12
K50F,KFWS,4
K50F,KGKY,4
K50F,KNFW,2
K50F,KRBD,2
K50F,KRVS,3
K50F,KT67,2
K50R,K50R,8
K50R,K84R,2
K50R,KAUS,4
K50R,KDWH,3
K50R,KGTU,2
K50R,KHYI,5
K50R,KIWS,2
K50R,KRYW,3
K50R,KSGR,4
K51A,KPDK,2
K52A,K9A1,5
K52A,KLZU,2
K52A,KPDK,9
K52A,KWDR,3
K52F,K52F,207
K52F,K5C1,2
K52F,K9F9,4
K52F,KADS,10
K52F,KCRS,2
K52F,KDTO,13
K52F,KDWH,2
K52F,KF31,2
K52F,KF32,8
K52F,KF35,3
K52F,KFTW,3
K52F,KFWS,3
K52F,KGKY,2
K52F,KGLE,30
K52F,KGPM,6
K52F,KHYI,2
K52F,KINJ,2
K52F,KJWY,5
K52F,KLUD,3
K52F,KPRX,2
K52F,KRBD,3
K52F,KSGR,2
K52F,KSWI,3
K52F,KT67,3
K52F,KTYR,3
K52F,KXBP,26
K53A,KFFC,2
K53A,KLZU,2
K53A,KOPF,2
K53A,KPDK,2
K54J,K54J,29
K54J,K79J,4
K54J,KCEW,11
K54J,KDTS,6
K54J,KECP,11
K54J,KEGI,2
K54J,KPAM,2
K54J,KPDK,2
K54T,KEFD,6
K54T,KSGR,2
K55K,KDFW,3
K55K,KTUL,3
K57C,K57C,3
K57C,KJVL,2
K57C,KOSH,2
K57C,KUES,3
K58M,K58M,5
K58M,KBWI,2
K58M,KCXY,4
K58M,KILG,4
K58M,KOQN,2
K58M,KPTW,2
K5A6,K5A6,12
K5A6,KPMU,2
K5A6,KRNV,2
K5A6,KSPG,2
K5A9,KATL,25
K5A9,KFTY,2
K5A9,KLZU,2
K5A9,KPDK,3
K5B2,K5B2,2
K5B2,KALB,6
K5B2,KCDW,2
K5B2,KFRG,2
K5B2,KUKT,2
K5C1,K5C1,73
K5C1,KADS,2
K5C1,KAPA,2
K5C1,KBAZ,5
K5C1,KCVB,8
K5C1,KDAL,17
K5C1,KEDC,5
K5C1,KERV,20
K5C1,KFTW,5
K5C1,KGKY,3
K5C1,KGPM,4
K5C1,KHDO,2
K5C1,KHOU,5
K5C1,KHQZ,2
K5C1,KHYI,2
K5C1,KIWS,3
K5C1,KLNK,2
K5C1,KMFE,4
K5C1,KPEZ,3
K5C1,KRYW,3
K5C1,KSAT,2
K5C1,KSKF,2
K5C1,KT82,8
K5C1,KTKI,2
K5I4,K5I4,7
K5I4,K6I4,4
K5I4,KBEH,2
K5I4,KC62,4
K5I4,KDNV,2
K5I4,KENW,2
K5I4,KGYY,2
K5I4,KI76,2
K5I4,KLAF,2
K5I4,KMCX,4
K5I4,KOKK,4
K5I4,KTYQ,17
K5I4,KUGN,4
K5M0,K5M0,2
K5M0,KDCU,7
K5M0,KDKX,2
K5M0,KHUA,5
K5R4,KNSE,13
K5S9,KHIO,2
K5S9,KPDX,5
K5W4,K5W4,4
K5W4,KPOB,3
K5W4,KRDU,2
K5W8,K5W8,4
K5W8,KBUY,5
K5W8,KHEF,2
K5W8,KRDU,7
K5W8,KSOP,4
K5W8,KTDF,2
K5W8,KTTA,10
K60C,K82C,3
K60C,KC35,2
K60C,KMSN,15
K60R,K9X1,2
K60R,KDWH,6
K60R,KIAH,6
K60R,KIWS,3
K61B,K61B,71
K61B,K67L,3
K61B,KCMA,2
K61B,KDVT,4
K61B,KEMT,2
K61B,KGCN,2
K61B,KHHR,2
K61B,KHND,13
K61B,KIFP,5
K61B,KLAS,37
K61B,KLGB,3
K61B,KLMO,2
K61B,KLSV,2
K61B,KMYF,2
K61B,KSMO,3
K61B,KSNA,6
K61B,KTOA,3
K61B,KU30,3
K61B,KVGT,27
K61C,K61C,4
K61C,KC29,3
K61C,KC77,2
K61C,KFLD,5
K61C,KGRB,5
K61C,KMSN,2
K61C,KUNU,2
K63C,KMSN,2
K63M,KSUS,3
K67L,KHND,7
K67L,KPVU,2
K67L,KU08,2
K67L,KVGT,59
