node1,node2,weight
KBOS,KLNS,2
KBOS,KLUK,21
KBOS,KMCF,39
KBOS,KMCI,37
KBOS,KMCO,82
KBOS,KMDT,10
KBOS,KMDW,49
KBOS,KMKE,32
KBOS,KMMU,5
KBOS,KMSP,168
KBOS,KMTN,2
KBOS,KN14,2
KBOS,KOPF,51
KBOS,KORD,281
KBOS,KORL,38
KBOS,KOWD,24
KBOS,KOXC,3
KBOS,KPBI,67
KBOS,KPDK,2
KBOS,KPDX,22
KBOS,KPHL,226
KBOS,KPHX,97
KBOS,KPIT,15
KBOS,KPMP,4
KBOS,KPNE,8
KBOS,KPSP,13
KBOS,KPVD,5
KBOS,KPWK,4
KBOS,KPYM,53
KBOS,KRDG,2
KBOS,KRDU,97
KBOS,KROC,10
KBOS,KRUT,5
KBOS,KSAN,53
KBOS,KSAT,4
KBOS,KSAV,14
KBOS,KSCH,3
KBOS,KSDF,5
KBOS,KSEA,107
KBOS,KSFB,12
KBOS,KSFO,278
KBOS,KSFZ,5
KBOS,KSGS,5
KBOS,KSJC,26
KBOS,KSLC,6
KBOS,KSNA,3
KBOS,KSRQ,4
KBOS,KSTL,33
KBOS,KSYR,6
KBOS,KTAN,15
KBOS,KTEB,111
KBOS,KTHV,4
KBOS,KTPA,55
KBOS,KTTN,3
KBOS,KU42,4
KBOS,KVNY,5
KBOS,KVSF,2
KBOS,KW32,5
KBOS,KX14,5
KBOS,KXLL,3
KBOS,PN01,7
KBOS,PN37,2
KBOS,PS68,2
KBOW,KBOW,3
KBOW,KCAE,2
KBOW,KCHN,3
KBOW,KFXE,4
KBOW,KHWO,3
KBOW,KLAL,7
KBOW,KTPA,2
KBOW,KZPH,2
KBPG,KDAL,3
KBPG,KDFW,4
KBPG,KDTO,2
KBPG,KDYS,2
KBPG,KFTW,3
KBPG,KGLE,2
KBPG,KMSN,2
KBPG,KSJT,5
KBPG,KTKI,3
KBQR,KBUF,2
KBQR,KBWI,18
KBQR,KCLT,6
KBQR,KDCA,13
KBQR,KDFW,3
KBQR,KEWR,6
KBQR,KFLL,3
KBQR,KGVQ,4
KBQR,KHPN,2
KBQR,KHWO,2
KBQR,KIAD,6
KBQR,KISP,2
KBQR,KJFK,14
KBQR,KJYO,3
KBQR,KLAS,3
KBQR,KLDJ,2
KBQR,KLGA,6
KBQR,KMCF,2
KBQR,KMCO,6
KBQR,KMDW,7
KBQR,KORD,3
KBQR,KORL,7
KBQR,KOWD,2
KBQR,KPHL,12
KBQR,KTEB,14
KBQR,KTPA,3
KBST,KLGA,5
KBST,KPHL,7
KBTA,KCBF,4
KBTA,KMKC,2
KBTF,KBUR,14
KBTF,KBWI,3
KBTF,KCCB,2
KBTF,KCDC,8
KBTF,KCOS,5
KBTF,KDEN,55
KBTF,KDFW,23
KBTF,KIAH,6
KBTF,KISM,2
KBTF,KJFK,10
KBTF,KLAS,30
KBTF,KLAX,38
KBTF,KLGB,27
KBTF,KMCO,2
KBTF,KMSN,2
KBTF,KMSP,9
KBTF,KOAK,25
KBTF,KOMA,7
KBTF,KONT,3
KBTF,KORD,15
KBTF,KORL,2
KBTF,KPHX,35
KBTF,KPMP,2
KBTF,KPSP,13
KBTF,KRNO,16
KBTF,KSAN,20
KBTF,KSAT,10
KBTF,KSDL,4
KBTF,KSFO,36
KBTF,KSJC,18
KBTF,KSMF,9
KBTF,KSNA,6
KBTF,KSTL,9
KBTF,KTUS,12
KBTF,KVNY,3
KBTL,KBTL,39
KBTL,KGRR,2
KBTL,KOMA,2
KBTL,KPDK,2
KBTL,KRMY,10
KBTL,KTEB,7
KBTP,KBTP,33
KBTP,KBVI,5
KBTP,KDUJ,13
KBTP,KFKL,15
KBTP,KGKJ,4
KBTP,KIDI,12
KBTP,KPHL,2
KBTP,KTEB,4
KBTP,PN14,41
KBTP,PN16,7
KBTP,PN25,6
KBTP,PN38,2
KBTP,PN85,10
KBTR,KIAH,2
KBUF,KBUF,18
KBUF,KBWI,162
KBUF,KCLE,3
KBUF,KCLT,75
KBUF,KCMH,3
KBUF,KDCA,89
KBUF,KDEN,7
KBUF,KDFW,32
KBUF,KDPA,2
KBUF,KDTW,5
KBUF,KEWR,112
KBUF,KFLL,33
KBUF,KFME,3
KBUF,KFTG,3
KBUF,KGVQ,9
KBUF,KHEF,4
KBUF,KHHR,20
KBUF,KHPN,5
KBUF,KHWO,41
KBUF,KIAD,56
KBUF,KIAG,5
KBUF,KILG,3
KBUF,KIMM,2
KBUF,KIND,10
KBUF,KISP,2
KBUF,KJFK,227
KBUF,KJYO,2
KBUF,KLAS,63
KBUF,KLAX,22
KBUF,KLDJ,39
KBUF,KLGA,92
KBUF,KLKP,2
KBUF,KLUK,2
KBUF,KLWM,3
KBUF,KMCF,17
KBUF,KMCO,50
KBUF,KMDW,85
KBUF,KMKE,2
KBUF,KMSP,26
KBUF,KORD,244
KBUF,KORL,58
KBUF,KOWD,18
KBUF,KOXC,4
KBUF,KPBI,4
KBUF,KPHL,167
KBUF,KPHX,28
KBUF,KPMP,9
KBUF,KPNE,2
KBUF,KPSP,3
KBUF,KRDU,2
KBUF,KSDF,16
KBUF,KSFB,8
KBUF,KSUS,4
KBUF,KSWF,2
KBUF,KSYR,4
KBUF,KTEB,15
KBUF,KTPA,47
KBUF,KW32,7
KBUF,KX14,2
KBUM,KK81,3
KBUM,KMKC,5
KBUM,KOJC,7
KBUR,KBUR,43
KBUR,KCCB,9
KBUR,KCCR,9
KBUR,KCDC,2
KBUR,KCDW,2
KBUR,KCHD,4
KBUR,KCMA,26
KBUR,KCMH,3
KBUR,KCNO,4
KBUR,KCPM,2
KBUR,KCRQ,24
KBUR,KDAL,65
KBUR,KDEN,153
KBUR,KDFW,102
KBUR,KDVT,3
KBUR,KDWA,2
KBUR,KDWH,2
KBUR,KEMT,14
KBUR,KFFZ,6
KBUR,KFNL,3
KBUR,KFRG,4
KBUR,KFTW,2
KBUR,KFTY,3
KBUR,KFUL,8
KBUR,KHHR,28
KBUR,KHND,30
KBUR,KHOU,66
KBUR,KHPN,8
KBUR,KHWD,15
KBUR,KHWO,4
KBUR,KIAD,5
KBUR,KIAH,4
KBUR,KIND,25
KBUR,KIPL,7
KBUR,KIWA,2
KBUR,KJFK,109
KBUR,KL70,2
KBUR,KLAS,601
KBUR,KLAX,23
KBUR,KLGA,5
KBUR,KLGB,19
KBUR,KLVK,4
KBUR,KLWM,2
KBUR,KM45,2
KBUR,KMCC,6
KBUR,KMDW,62
KBUR,KMGE,2
KBUR,KMHR,2
KBUR,KMHV,2
KBUR,KMKC,5
KBUR,KMOD,12
KBUR,KMRY,5
KBUR,KMSP,2
KBUR,KMTN,3
KBUR,KMYF,5
KBUR,KNUQ,27
KBUR,KNZY,2
KBUR,KOAK,590
KBUR,KOMA,4
KBUR,KONT,14
KBUR,KOWD,2
KBUR,KOXR,10
KBUR,KPAO,4
KBUR,KPBI,3
KBUR,KPDK,4
KBUR,KPDX,208
KBUR,KPHX,444
KBUR,KPOC,7
KBUR,KPSP,48
KBUR,KPUB,3
KBUR,KPVU,7
KBUR,KRFD,2
KBUR,KRIR,3
KBUR,KRIV,2
KBUR,KRNM,2
KBUR,KRNO,15
KBUR,KROG,2
KBUR,KSAC,2
KBUR,KSAF,4
KBUR,KSAN,31
KBUR,KSAT,8
KBUR,KSBA,20
KBUR,KSBD,8
KBUR,KSDF,18
KBUR,KSDL,41
KBUR,KSDM,5
KBUR,KSEA,210
KBUR,KSEE,7
KBUR,KSFO,501
KBUR,KSGR,5
KBUR,KSJC,746
KBUR,KSLC,46
KBUR,KSLI,2
KBUR,KSMF,373
KBUR,KSMO,11
KBUR,KSNA,55
KBUR,KSNS,3
KBUR,KSQL,9
KBUR,KSTP,3
KBUR,KSTS,7
KBUR,KSUS,3
KBUR,KTEB,58
KBUR,KTEX,2
KBUR,KTOA,11
KBUR,KTPA,5
KBUR,KTRK,2
KBUR,KTTD,3
KBUR,KTUS,7
KBUR,KU42,112
KBUR,KUDD,16
KBUR,KVGT,9
KBUR,KVNY,35
KBUR,KVUO,16
KBUR,KWHP,4
KBUR,KWVI,3
KBUU,KENW,6
KBUU,KJVL,3
KBUU,KMSN,2
KBUU,KPWK,5
KBUU,KRAC,2
KBUU,KUGN,6
KBUY,KBUY,12
KBUY,KCAE,17
KBUY,KCLT,2
KBUY,KCMH,2
KBUY,KFAY,3
KBUY,KHFF,2
KBUY,KHMZ,7
KBUY,KHPN,4
KBUY,KIAD,41
KBUY,KIGX,3
KBUY,KJNX,4
KBUY,KMMU,25
KBUY,KOSU,2
KBUY,KRDU,18
KBUY,KTDF,3
KBUY,KTTA,12
KBUY,KVDI,2
KBVI,KBVI,28
KBVI,KFKL,5
KBVI,KPJC,9
KBVI,KUCP,5
KBVI,PN16,3
KBVI,PN43,5
KBVS,KBVS,58
KBVS,KCLM,4
KBVS,KFHR,33
KBVS,KHIO,2
KBVS,KNRA,2
KBVS,KORS,6
KBVS,KPAE,54
KBVS,KPWT,7
KBVS,KRNT,21
KBVS,KSDL,3
KBVS,KSEA,26
KBVS,KSJC,2
KBVS,KTUS,2
KBVS,KVNY,4
KBVY,KDEN,2
KBVY,KDFW,4
KBVY,KHOU,2
KBVY,KLAS,2
KBVY,KLAX,15
KBVY,KMSP,7
KBVY,KORD,4
KBVY,KPHX,2
KBVY,KSAN,3
KBVY,KSEA,2
KBVY,KSFO,5
KBVY,KSJC,2
KBWC,KBWC,9
KBWC,KCMA,7
KBWC,KCRQ,15
KBWC,KMOD,2
KBWC,KRAL,2
KBWC,KSMO,2
KBWD,KMDD,2
KBWD,KSJT,2
KBWI,KBWI,43
KBWI,KC15,2
KBWI,KCAE,3
KBWI,KCCB,2
KBWI,KCGF,2
KBWI,KCGS,11
KBWI,KCLE,44
KBWI,KCLT,362
KBWI,KCMH,101
KBWI,KCPM,3
KBWI,KCPS,2
KBWI,KCVG,37
KBWI,KDAA,7
KBWI,KDAL,224
KBWI,KDCA,18
KBWI,KDEN,322
KBWI,KDFW,247
KBWI,KDMW,7
KBWI,KDTW,18
KBWI,KDUJ,88
KBWI,KDWH,23
KBWI,KEDG,3
KBWI,KERI,4
KBWI,KESN,43
KBWI,KEWR,39
KBWI,KF45,2
KBWI,KFDK,32
KBWI,KFLL,173
KBWI,KFME,8
KBWI,KFOK,2
KBWI,KFRG,6
KBWI,KFTG,82
KBWI,KFTY,19
KBWI,KFXE,7
KBWI,KGAI,11
KBWI,KGHG,39
KBWI,KGKJ,2
KBWI,KGRR,49
KBWI,KGYY,4
KBWI,KHEF,28
KBWI,KHFD,12
KBWI,KHGR,46
KBWI,KHHR,117
KBWI,KHOU,248
KBWI,KHPN,31
KBWI,KHWO,247
KBWI,KHXD,2
KBWI,KI67,2
KBWI,KIAD,50
KBWI,KIAH,50
KBWI,KILG,8
KBWI,KIMM,2
KBWI,KIND,169
KBWI,KISM,6
KBWI,KISP,205
KBWI,KJFK,156
KBWI,KJVL,2
KBWI,KJWN,2
KBWI,KJYO,6
KBWI,KK62,2
KBWI,KL65,22
KBWI,KLAS,302
KBWI,KLAX,210
KBWI,KLDJ,17
KBWI,KLEB,2
KBWI,KLGA,17
KBWI,KLGB,2
KBWI,KLNS,85
KBWI,KLOM,3
KBWI,KLSV,2
KBWI,KLUK,20
KBWI,KLWM,2
KBWI,KM33,2
KBWI,KMCF,84
KBWI,KMCI,125
KBWI,KMCO,182
KBWI,KMDT,15
KBWI,KMDW,367
KBWI,KMGE,2
KBWI,KMIA,3
KBWI,KMKC,4
KBWI,KMKE,74
KBWI,KMMK,6
KBWI,KMMU,12
KBWI,KMQS,4
KBWI,KMRB,3
KBWI,KMSP,348
KBWI,KMTN,75
KBWI,KMWC,2
KBWI,KN47,2
KBWI,KNGU,2
KBWI,KOAK,77
KBWI,KOFF,2
KBWI,KOIC,2
KBWI,KOKC,9
KBWI,KOMA,4
KBWI,KONT,5
KBWI,KOPF,49
KBWI,KOQN,8
KBWI,KORD,430
KBWI,KORL,187
KBWI,KOSU,5
KBWI,KOUN,4
KBWI,KOWD,69
KBWI,KPBI,46
KBWI,KPDK,4
KBWI,KPDX,5
KBWI,KPHL,123
KBWI,KPHX,252
KBWI,KPIE,7
KBWI,KPIT,4
KBWI,KPMP,69
KBWI,KPNE,2
KBWI,KPTW,2
KBWI,KPVD,49
KBWI,KPWA,15
KBWI,KPWK,5
KBWI,KPYM,5
KBWI,KRAC,8
KBWI,KRDU,340
KBWI,KRFD,16
KBWI,KRIV,42
KBWI,KRND,4
KBWI,KROC,44
KBWI,KROG,2
KBWI,KRYY,3
KBWI,KSAN,190
KBWI,KSAT,123
KBWI,KSAV,11
KBWI,KSCH,2
KBWI,KSDF,94
KBWI,KSDL,5
KBWI,KSEA,61
KBWI,KSFB,32
KBWI,KSFO,153
KBWI,KSGS,6
KBWI,KSIF,3
KBWI,KSJC,50
KBWI,KSLC,15
KBWI,KSMF,94
KBWI,KSPG,10
KBWI,KSRQ,2
KBWI,KSTL,198
KBWI,KSUS,2
KBWI,KSVN,2
KBWI,KSWF,2
KBWI,KTAN,3
KBWI,KTEB,77
KBWI,KTHV,8
KBWI,KTIK,11
KBWI,KTPA,250
KBWI,KTPF,7
KBWI,KTTN,8
KBWI,KU42,33
KBWI,KUMP,2
KBWI,KVNY,5
KBWI,KWRI,10
KBWI,KX14,8
KBWI,PA73,7
KBWI,PN01,4
KBWI,PN35,3
KBWI,PN58,13
KBWI,PN62,2
KBXK,KCHD,3
KBXK,KDVT,128
KBXK,KE25,5
KBXK,KFFZ,9
KBXK,KGYR,2
KBXK,KIWA,3
KBXK,KRIR,2
KC03,KEYE,2
KC03,KFWA,5
KC09,KJOT,2
KC09,KLOT,5
KC09,KMSN,2
KC15,KCLT,2
KC15,KDFW,12
KC15,KIWA,3
KC15,KMDW,3
KC15,KORD,9
KC15,KPGD,2
KC15,KPIA,3
KC16,KMDW,3
KC16,KORD,20
KC29,KC29,177
KC29,KC35,6
KC29,KC77,5
KC29,KDLL,10
KC29,KEFT,12
KC29,KFCM,8
KC29,KGRB,11
KC29,KJVL,46
KC29,KJWN,2
KC29,KLAF,2
KC29,KLNR,17
KC29,KLXL,2
KC29,KMKE,9
KC29,KMSN,11
KC29,KOSH,2
KC29,KPWK,9
KC29,KRYV,6
KC29,KSDL,2
KC29,KSMD,2
KC29,KSTE,4
KC29,KUES,6
KC29,KUNU,10
KC35,KC35,3
KC35,KFCM,2
KC35,KMSN,8
KC35,KOSH,2
KC47,KENW,2
KC47,KHXF,3
KC47,KMSN,5
KC47,KOSH,3
KC62,KEYE,3
KC62,KGWB,3
KC62,KMDW,2
KC62,KOEB,2
KC62,KTYQ,5
KC77,KC77,21
KC77,KEFT,7
KC77,KJVL,4
KC77,KLNR,2
KC77,KMSN,6
KC77,KRAC,2
KC77,KRFD,3
KC77,KSBM,2
KC77,KUGN,2
KC81,KC81,8
KC81,KJVL,3
KC81,KLNS,2
KC81,KRYV,2
KC81,KUGN,4
KC83,KC83,35
KC83,KCCR,27
KC83,KCMA,5
KC83,KDVO,2
KC83,KF70,2
KC83,KGOO,2
KC83,KHAF,5
KC83,KHWD,43
KC83,KLGB,2
KC83,KLHM,2
KC83,KLVK,45
KC83,KM90,2
KC83,KMCC,5
KC83,KO22,4
KC83,KO52,2
KC83,KO69,3
KC83,KO70,6
KC83,KO88,2
KC83,KOAK,51
KC83,KOAR,2
KC83,KP19,2
KC83,KPAO,52
KC83,KRHV,30
KC83,KSAC,2
KC83,KSCK,2
KC83,KSJC,6
KC83,KSMO,2
KC83,KSQL,41
KC83,KTCY,5
KC83,KWLW,2
KC83,KWVI,2
KCAE,KCAE,22
KCAE,KCEU,2
KCAE,KCGF,2
KCAE,KCLT,136
KCAE,KCMH,3
KCAE,KCUB,8
KCAE,KDAL,5
KCAE,KDCA,29
KCAE,KDCM,13
KCAE,KDFW,109
KCAE,KDWH,3
KCAE,KEOE,9
KCAE,KEYQ,2
KCAE,KFDW,9
KCAE,KFXE,5
KCAE,KGNV,3
KCAE,KHEF,2
KCAE,KHOU,6
KCAE,KHWO,3
KCAE,KHXD,2
KCAE,KIAD,146
KCAE,KIAH,11
KCAE,KIND,39
KCAE,KISM,2
KCAE,KJWN,2
KCAE,KJYO,2
KCAE,KLGA,35
KCAE,KMCO,7
KCAE,KMDT,2
KCAE,KMDW,2
KCAE,KMHR,12
KCAE,KMMT,2
KCAE,KMMU,2
KCAE,KMSN,2
KCAE,KOAK,13
KCAE,KONT,12
KCAE,KOPF,2
KCAE,KORD,127
KCAE,KORL,5
KCAE,KPBI,3
KCAE,KPDK,8
KCAE,KPHL,118
KCAE,KPHX,2
KCAE,KPMP,2
KCAE,KPWA,2
KCAE,KRDU,11
KCAE,KRIR,11
KCAE,KROA,3
KCAE,KRYY,4
KCAE,KSAT,3
KCAE,KSAV,8
KCAE,KSDF,17
KCAE,KSFB,2
KCAE,KSFO,2
KCAE,KSGR,2
KCAE,KSSC,12
KCAE,KSUS,4
KCAE,KTEB,6
KCAE,KTOC,2
KCAE,KTPA,6
KCAE,KTTN,6
KCAE,KTYQ,2
KCAE,KVDF,3
KCAE,KVNY,3
KCAE,KW32,5
KCAE,KXNO,7
KCAK,KCLT,2
KCBE,KFDK,2
KCBF,KCBF,247
KCBF,KDAL,2
KCBF,KDNS,2
KCBF,KFTW,2
KCBF,KGRR,2
KCBF,KHNR,3
KCBF,KICL,2
KCBF,KIDG,2
KCBF,KLAF,2
KCBF,KMKC,12
KCBF,KMLE,10
KCBF,KMSN,3
KCBF,KOFF,5
KCBF,KOJC,4
KCBF,KPMV,5
KCBF,KRDK,13
KCBF,KTEB,3
KCBF,KTOP,2
KCBF,KTQE,4
KCBF,KY43,5
KCBG,KFCM,3
KCBG,KMIC,15
KCBK,KDEN,2
KCCB,KCCB,62
KCCB,KCMA,17
KCCB,KCNO,5
KCCB,KDEN,35
KCCB,KEMT,20
KCCB,KEWR,3
KCCB,KF70,7
KCCB,KFUL,9
KCCB,KHHR,15
KCCB,KHND,4
KCCB,KIND,3
KCCB,KL00,2
KCCB,KL08,2
KCCB,KL22,2
KCCB,KL26,6
KCCB,KL35,3
KCCB,KL71,5
KCCB,KL88,9
KCCB,KLAS,65
KCCB,KLAX,2
KCCB,KLGB,8
KCCB,KMDW,5
KCCB,KMHR,6
KCCB,KMHV,8
KCCB,KMYF,4
KCCB,KOAK,119
KCCB,KONT,24
KCCB,KOXR,5
KCCB,KP52,3
KCCB,KPAO,2
KCCB,KPDX,55
KCCB,KPHL,3
KCCB,KPMD,12
KCCB,KPOC,28
KCCB,KPSP,5
KCCB,KRAL,3
KCCB,KSBA,25
KCCB,KSBD,8
KCCB,KSDF,4
KCCB,KSDL,2
KCCB,KSEA,37
KCCB,KSEE,2
KCCB,KSFO,51
KCCB,KSJC,60
KCCB,KSLC,16
KCCB,KSMF,66
KCCB,KSMO,9
KCCB,KSNA,5
KCCB,KTOA,2
KCCB,KTUS,4
KCCB,KU42,11
KCCB,KUDD,6
KCCB,KVNY,12
KCCB,KVUO,4
KCCB,KWHP,11
KCCB,PANC,12
KCCR,KCCR,232
KCCR,KCIC,17
KCCR,KCMA,21
KCCR,KCPU,25
KCCR,KCRQ,6
KCCR,KD83,2
KCCR,KDAL,4
KCCR,KDVO,9
KCCR,KDVT,4
KCCR,KDWA,23
KCCR,KE16,9
KCCR,KE45,4
KCCR,KEDU,3
KCCR,KFCH,2
KCCR,KFLG,2
KCCR,KFUL,5
KCCR,KGOO,12
KCCR,KHAF,22
KCCR,KHHR,5
KCCR,KHND,8
KCCR,KHWD,26
KCCR,KKIC,2
KCCR,KLAS,15
KCCR,KLAX,4
KCCR,KLGB,8
KCCR,KLHM,9
KCCR,KLVK,24
KCCR,KM90,2
KCCR,KMCC,19
KCCR,KMCE,2
KCCR,KMDW,2
KCCR,KMER,4
KCCR,KMHR,17
KCCR,KMOD,14
KCCR,KMPI,2
KCCR,KMYF,3
KCCR,KO08,2
KCCR,KO15,2
KCCR,KO22,12
KCCR,KO28,3
KCCR,KO41,10
KCCR,KO52,2
KCCR,KO60,7
KCCR,KO69,20
KCCR,KO70,5
KCCR,KO88,21
KCCR,KOAK,30
KCCR,KOAR,11
KCCR,KOMA,2
KCCR,KOVE,7
KCCR,KOXR,6
KCCR,KPAO,37
KCCR,KPDX,2
KCCR,KPHL,2
KCCR,KPSP,12
KCCR,KPVF,3
KCCR,KRDD,3
KCCR,KRHV,36
KCCR,KRNO,38
KCCR,KSAC,40
KCCR,KSAN,5
KCCR,KSCK,10
KCCR,KSDL,17
KCCR,KSDM,6
KCCR,KSEE,2
KCCR,KSFO,10
KCCR,KSJC,12
KCCR,KSLC,2
KCCR,KSMF,7
KCCR,KSMO,12
KCCR,KSNA,9
KCCR,KSNS,4
KCCR,KSQL,26
KCCR,KSTS,28
KCCR,KSUU,3
KCCR,KTEB,3
KCCR,KTOA,5
KCCR,KTRK,4
KCCR,KTUS,6
KCCR,KTVL,7
KCCR,KUDD,12
KCCR,KUKI,4
KCCR,KVCB,11
KCCR,KVGT,3
KCCR,KVNY,23
KCCR,KWHP,3
KCCR,KWLW,13
KCCR,KWVI,19
KCDC,KCDC,537
KCDC,KCRQ,2
KCDC,KHND,11
KCDC,KLAS,42
KCDC,KMLF,9
KCDC,KP52,2
KCDC,KPRC,2
KCDC,KPVU,35
KCDC,KSAF,2
KCDC,KSDM,2
KCDC,KSEE,4
KCDC,KSLC,20
KCDC,KSNA,5
KCDC,KTOA,6
KCDC,KTVY,2
KCDC,KU42,47
KCDC,KU52,7
KCDC,KU77,8
KCDC,KVGT,7
KCDS,KTDW,2
KCDW,KCDW,14
KCDW,KCLT,4
KCDW,KCLW,2
KCDW,KDXR,14
KCDW,KEWR,40
KCDW,KFRG,9
KCDW,KFTY,2
KCDW,KHFD,3
KCDW,KHHR,2
KCDW,KHPN,37
KCDW,KHVN,13
KCDW,KHWV,2
KCDW,KIAD,5
KCDW,KISP,17
KCDW,KJFK,33
KCDW,KLAS,3
KCDW,KLDJ,4
KCDW,KLEB,3
KCDW,KLGA,3
KCDW,KMGJ,4
KCDW,KMMK,4
KCDW,KMMU,8
KCDW,KMSP,3
KCDW,KMTN,2
KCDW,KNEL,2
KCDW,KOBI,4
KCDW,KOSH,2
KCDW,KOWD,2
KCDW,KOXC,12
KCDW,KPNE,5
KCDW,KROA,2
KCDW,KSTL,4
KCDW,KSWF,2
KCDW,KTEB,22
KCDW,PA35,2
KCDW,PA43,2
KCDW,PN47,2
KCEU,KCEU,21
KCEU,KCLT,5
KCEU,KCUB,2
KCEU,KFDK,2
KCEU,KFRG,2
KCEU,KHXD,6
KCEU,KJZP,2
KCEU,KLNA,2
KCEU,KLUK,2
KCEU,KMDW,2
KCEU,KMMU,2
KCEU,KPDK,5
KCEU,KPHL,4
KCEU,KROA,3
KCEU,KRYY,2
KCEU,KTOC,3
KCEU,KXNO,6
KCEV,KEYE,5
KCEV,KFCM,2
KCEV,KHFY,5
KCEV,KIND,3
KCEV,KLAF,2
KCFD,KCLL,3
KCFD,KDFW,4
KCFD,KHOU,3
KCFD,KHYI,2
KCFD,KIAH,9
KCFD,KIWS,2
KCFD,KSGR,2
KCFD,KT54,2
KCFE,KFCM,4
KCFE,KMIC,21
KCFE,KMSP,5
KCFE,KOEO,2
KCFE,KSTP,3
KCFJ,KCFJ,5
KCFJ,KEYE,14
KCFJ,KGGP,4
KCFJ,KHFY,2
KCFJ,KIND,68
KCFJ,KLAF,30
KCFJ,KTYQ,4
KCFJ,KUMP,2
KCGE,KFME,2
KCGE,KGSP,2
KCGE,KHEF,4
KCGE,KXSA,2
KCGF,KCGF,4
KCGF,KCMH,3
KCGF,KDPA,2
KCGF,KEWR,2
KCGF,KFCM,4
KCGF,KFRG,2
KCGF,KGRR,2
KCGF,KHPN,5
KCGF,KIAD,6
KCGF,KIND,3
KCGF,KLUK,4
KCGF,KMDW,6
KCGF,KMIA,2
KCGF,KMKE,4
KCGF,KMQJ,3
KCGF,KMSP,2
KCGF,KOPF,2
KCGF,KORD,4
KCGF,KPBI,2
KCGF,KPHL,2
KCGF,KPWK,2
KCGF,KRDU,2
KCGF,KTEB,8
KCGF,PN37,3
KCGS,KCGS,39
KCGS,KCOS,3
KCGS,KCXY,2
KCGS,KDAA,6
KCGS,KDCA,11
KCGS,KFDK,4
KCGS,KFME,13
KCGS,KGAI,4
KCGS,KHEF,6
KCGS,KHPN,2
KCGS,KJYO,2
KCGS,KLOM,3
KCGS,KMMU,3
KCGS,KMTN,2
KCGS,KSUU,2
KCGS,KW32,10
KCGS,KWRI,2
KCGZ,KCGZ,16
KCGZ,KCHD,92
KCGZ,KDVT,51
KCGZ,KE63,6
KCGZ,KFFZ,246
KCGZ,KGKY,2
KCGZ,KGYR,8
KCGZ,KIWA,82
KCGZ,KJWN,2
KCGZ,KNYL,2
KCGZ,KP19,36
KCGZ,KPAN,3
KCGZ,KPHX,36
KCGZ,KSDL,15
KCGZ,KSEZ,2
KCGZ,KTUS,2
KCGZ,KWHP,2
KCHD,KCHD,1144
KCHD,KCMA,7
KCHD,KCMR,2
KCHD,KCNO,4
KCHD,KCRQ,8
KCHD,KDVT,103
KCHD,KE60,12
KCHD,KE63,10
KCHD,KE95,3
KCHD,KF70,4
KCHD,KFFZ,42
KCHD,KFLG,5
KCHD,KGEU,3
KCHD,KGYR,19
KCHD,KHND,6
KCHD,KIWA,15
KCHD,KL22,2
KCHD,KLAS,3
KCHD,KLAX,2
KCHD,KLGB,4
KCHD,KLGF,4
KCHD,KMDD,2
KCHD,KMKC,3
KCHD,KMYF,12
KCHD,KMZJ,2
KCHD,KNFG,2
KCHD,KNYL,6
KCHD,KONT,2
KCHD,KP08,6
KCHD,KP19,10
KCHD,KPAN,36
KCHD,KPHX,23
KCHD,KPRC,18
KCHD,KPSP,2
KCHD,KPVU,2
KCHD,KRAL,3
KCHD,KRYN,16
KCHD,KSAF,2
KCHD,KSAN,3
KCHD,KSAT,2
KCHD,KSDL,34
KCHD,KSEE,4
KCHD,KSEZ,8
KCHD,KSJC,4
KCHD,KSNA,24
KCHD,KSQL,2
KCHD,KSTS,3
KCHD,KTEX,2
KCHD,KTUS,18
KCHD,KU77,2
KCHD,KVGT,4
KCHD,KVNY,6
KCHK,KOKC,2
KCHN,KCHN,4
KCHN,KGIF,3
KCHN,KLAL,8
KCHN,KPCM,4
KCHN,KPGD,3
KCHN,KSPG,5
KCHN,KTPA,2
KCHN,KTPF,14
KCHO,KCLT,2
KCHO,KIAD,4
KCHO,KPHL,2
KCHT,KMKC,2
KCHT,KOJC,2
KCIC,KCIC,55
KCIC,KDVO,2
KCIC,KDWA,2
KCIC,KE16,5
KCIC,KEDU,2
KCIC,KHND,2
KCIC,KHWD,4
KCIC,KLHM,11
KCIC,KLVK,7
KCIC,KMCC,10
KCIC,KMHR,42
KCIC,KMOD,11
KCIC,KNUQ,2
KCIC,KO08,12
KCIC,KO28,2
KCIC,KO37,32
KCIC,KO52,2
KCIC,KO69,3
KCIC,KOAK,6
KCIC,KOVE,9
KCIC,KPAO,5
KCIC,KRBL,7
KCIC,KRDD,4
KCIC,KRHV,2
KCIC,KRIU,4
KCIC,KRNO,6
KCIC,KSAC,19
KCIC,KSCK,2
KCIC,KSDM,2
KCIC,KSFO,4
KCIC,KSJC,4
KCIC,KSMF,24
KCIC,KSMO,2
KCIC,KSQL,7
KCIC,KSTS,4
KCIC,KUDD,2
KCIC,KUKI,5
KCIC,KVCB,2
KCIC,KWLW,4
KCJR,KFDK,2
KCJR,KHEF,7
KCJR,KJYO,3
KCKB,KIAD,2
KCKP,KORD,2
KCLE,KCLT,61
KCLE,KCMH,4
KCLE,KDCA,35
KCLE,KDEN,9
KCLE,KDTW,8
KCLE,KDWH,2
