node1,node2,weight
K00V,K00V,54
K00V,K4V1,5
K00V,KAFF,2
K00V,KAPA,33
K00V,KCOS,4
K00V,KF70,2
K00V,KFNL,2
K00V,KLHX,2
K00V,KPUB,4
K01G,KORL,2
K02A,K02A,4
K02A,K04A,4
K02A,K08A,6
K02A,K1A9,9
K02A,KAUO,2
K02A,KMGM,20
K02A,KMXF,4
K02A,KSEM,4
K02A,KTOI,3
K02C,KATW,5
K02C,KIAD,2
K02C,KJVL,2
K02C,KMIC,2
K02C,KMRJ,2
K02C,KMSN,7
K02C,KPVB,2
K02G,KBKL,2
K02G,KBVI,5
K02G,KLAS,3
K02G,KMDW,3
K02G,KORD,11
K02G,PN43,2
K04A,K1A9,7
K04A,KMGM,9
K04G,KPBI,2
K05C,K05C,2
K05C,K3HO,2
K05C,KBCT,2
K05C,KDEC,2
K05C,KEYE,2
K05C,KIGQ,5
K05C,KIND,3
K05C,KLOT,2
K05C,KMDW,2
K05C,KOPF,2
K05C,KSDL,2
K05C,KSMD,3
K06A,K06A,32
K06A,K1A9,2
K06A,K41A,2
K06A,K67A,4
K06A,KAUO,17
K06A,KEET,2
K06A,KMGM,14
K06A,KMKC,2
K06A,KSEM,2
K06A,KTOI,4
K06C,K06C,35
K06C,K1C2,2
K06C,K3CK,3
K06C,KABE,6
K06C,KABQ,2
K06C,KALB,4
K06C,KATL,14
K06C,KATW,9
K06C,KAUS,2
K06C,KBKL,2
K06C,KBMI,5
K06C,KBNA,4
K06C,KBOS,2
K06C,KBUF,19
K06C,KBWI,13
K06C,KC81,3
K06C,KCAE,3
K06C,KCMH,13
K06C,KCOS,4
K06C,KDCA,27
K06C,KDEC,3
K06C,KDEN,15
K06C,KDFW,19
K06C,KDPA,5
K06C,KENW,4
K06C,KERI,5
K06C,KEWR,16
K06C,KFLL,5
K06C,KFWA,8
K06C,KGRB,12
K06C,KGRR,10
K06C,KGYY,7
K06C,KHPN,5
K06C,KHSV,2
K06C,KIAD,10
K06C,KIAH,3
K06C,KIGQ,6
K06C,KIND,8
K06C,KISM,4
K06C,KJFK,14
K06C,KJOT,2
K06C,KJWN,2
K06C,KLAF,3
K06C,KLAS,7
K06C,KLAX,21
K06C,KLDJ,9
K06C,KLGA,62
K06C,KMCI,7
K06C,KMCO,4
K06C,KMDT,12
K06C,KMDW,12
K06C,KMKC,2
K06C,KMKE,22
K06C,KMKG,2
K06C,KMSN,14
K06C,KMSP,36
K06C,KNY2,2
K06C,KOAK,2
K06C,KOKC,2
K06C,KOMA,8
K06C,KOPF,6
K06C,KORD,12
K06C,KORL,2
K06C,KPBI,2
K06C,KPDX,6
K06C,KPHL,11
K06C,KPHX,13
K06C,KPIA,8
K06C,KPMP,2
K06C,KPWK,9
K06C,KRDU,13
K06C,KRFD,2
K06C,KROA,5
K06C,KROC,2
K06C,KSAN,5
K06C,KSAT,4
K06C,KSDF,11
K06C,KSEA,13
K06C,KSFO,17
K06C,KSJC,3
K06C,KSNA,7
K06C,KSTL,16
K06C,KTPA,8
K06C,KUES,3
K06C,KUGN,7
K06C,KWBW,3
K06C,KXNA,12
K06C,PANC,11
K07A,K07A,2
K07A,K08A,3
K07A,KMGM,6
K07A,KMXF,5
K07A,KSCD,2
K07A,KTOI,3
K07A,KVDF,2
K07F,KADS,2
K07F,KDFW,6
K07F,KTKI,3
K07V,KAPA,3
K08A,K08A,9
K08A,K1A9,4
K08A,KLAL,2
K08A,KMGM,5
K08C,K08C,5
K08C,K3GM,3
K08C,K6D6,3
K08C,K9D9,3
K08C,KSMD,2
K08C,KY70,3
K0B5,KALB,13
K0B5,KIAD,4
K0B5,KSCH,2
K0E0,KABQ,12
K0F2,KADS,2
K0F2,KAFW,22
K0F2,KDFW,2
K0F2,KDTO,6
K0F2,KF48,2
K0F2,KFTW,2
K0F2,KGLE,3
K0F2,KIWS,2
K0F2,KT31,3
K0F9,KADS,7
K0F9,KTKI,4
K0G7,KITH,2
K0J6,KDHN,2
K0J6,KLAL,2
K0L7,K0L7,139
K0L7,K1G4,2
K0L7,K61B,19
K0L7,KCMR,2
K0L7,KHND,32
K0L7,KLAS,29
K0L7,KU30,5
K0L7,KVGT,24
K0L9,K61B,7
K0L9,KHND,7
K0L9,KLAS,6
K0L9,KVGT,3
K0S9,KAWO,3
K0S9,KBFI,4
K0S9,KBLI,2
K0S9,KFHR,4
K0S9,KPAE,9
K0S9,KPWT,2
K0V4,KRDU,2
K10C,K10C,7
K10C,K3CK,2
K10C,KDPA,3
K10C,KEFT,2
K10C,KENW,2
K10C,KPWK,7
K10C,KUES,2
K10C,KUGN,6
K11A,K11A,7
K11A,KALX,2
K11A,KAUO,3
K11A,KDHN,3
K11A,KHSV,2
K11A,KMGM,4
K11A,KRYY,6
K11A,KTOI,2
K11V,K11V,4
K11V,K18V,2
K11V,KAPA,4
K11V,KBDU,8
K11V,KBJC,23
K11V,KEIK,4
K11V,KFNL,3
K11V,KGXY,4
K11V,KPUB,2
K12N,K12N,3
K12N,K1N7,2
K12N,KCDW,3
K12N,KLAS,4
K12N,KLNS,3
K12N,KLUK,2
K12N,KMDW,3
K12N,KMKE,2
K12N,KMMU,5
K12N,KMPO,2
K12N,KN40,2
K12N,KN53,2
K12N,KOMA,2
K12N,KPHX,2
K12N,KPNE,2
K12N,KPWK,2
K12N,KSFO,2
K12N,KSNA,2
K12N,KSTL,3
K12N,KTTN,3
K12N,KVNY,3
K12N,PS38,3
K12N,PS82,3
K12Y,K12Y,9
K12Y,KANE,4
K12Y,KFCM,16
K12Y,KLVN,2
K12Y,KMKT,4
K12Y,KSTC,6
K13C,KAMN,2
K13C,KBTL,2
K13C,KGRR,14
K13C,KY70,2
K14A,KCAE,2
K14A,KTTA,2
K14Y,KMSP,3
K15J,K15J,2
K16G,KEWR,2
K17N,K17N,4
K17N,KLOM,3
K17N,KMMU,4
K17N,KN14,22
K17N,KN73,5
K17N,KN81,2
K17N,KN87,3
K17N,KPHL,11
K17N,KPNE,14
K17N,KTTN,8
K17N,KVAY,9
K18A,KAND,2
K18A,KCLT,2
K18A,KGYH,2
K18A,KHEF,2
K18A,KSPA,2
K18V,K18V,9
K18V,KAPA,4
K18V,KBDU,5
K18V,KBJC,15
K18V,KCOS,2
K18V,KEIK,7
K18V,KFNL,8
K18V,KGXY,10
K18V,KLMO,9
K19N,K19N,2
K19N,KLOM,3
K19N,KNEL,2
K19N,KPHL,9
K19N,KTTN,2
K19N,KVAY,2
K19N,PA76,2
K1A5,K1A5,3
K1A5,KAJR,2
K1A5,KCAE,2
K1A5,KCEU,2
K1A5,KPDK,2
K1A9,K1A9,4
K1A9,K41A,2
K1A9,K5M0,5
K1A9,K67A,4
K1A9,KHSV,3
K1A9,KMGM,14
K1A9,KMXF,4
K1A9,KPCM,2
K1A9,KPDK,2
K1A9,KSCD,4
K1A9,KSEM,4
K1A9,KSUS,2
K1A9,KTOI,5
K1B1,KALB,2
K1B1,KHPN,2
K1B6,K1B9,6
K1B6,KBED,7
K1B6,KOWD,8
K1B6,KPYM,7
K1B6,KTAN,11
K1B9,K1B9,42
K1B9,KATL,3
K1B9,KBED,6
K1B9,KBWI,16
K1B9,KCLT,6
K1B9,KDCA,12
K1B9,KEWB,4
K1B9,KEWR,2
K1B9,KFDK,2
K1B9,KFLL,6
K1B9,KGAI,2
K1B9,KHPN,5
K1B9,KIAD,5
K1B9,KISP,3
K1B9,KMCO,8
K1B9,KMDW,4
K1B9,KORD,2
K1B9,KORL,8
K1B9,KOWD,13
K1B9,KPBI,5
K1B9,KPHL,19
K1B9,KPYM,4
K1B9,KSFZ,6
K1B9,KTAN,17
K1B9,KTEB,7
K1B9,KTPA,5
K1B9,KXLL,2
K1BT,KCPS,3
K1BT,KSTL,6
K1BT,KSUS,6
K1C2,K3HO,2
K1C2,KDPA,2
K1C2,KFWA,2
K1C2,KLOT,4
K1C5,K3HO,3
K1C5,KDPA,3
K1C5,KGYY,4
K1C5,KIGQ,7
K1C5,KJOT,2
K1C5,KJVL,3
K1C5,KLOT,8
K1C5,KLUK,2
K1C5,KOSH,2
K1C5,KPWK,3
K1F0,KADS,9
K1F0,KAFW,10
K1F0,KDTO,6
K1F0,KGPM,2
K1F0,KT31,4
K1F0,KTKI,3
K1F4,KADS,4
K1F4,KDTO,3
K1F4,KFTW,3
K1F4,KGKY,2
K1F4,KTKI,4
K1G3,KBKL,3
K1G3,KDET,2
K1G3,KGKJ,2
K1G3,KORD,4
K1G4,K1G4,20
K1G4,K61B,433
K1G4,KDVT,29
K1G4,KHND,242
K1G4,KLAS,973
K1G4,KNFG,2
K1G4,KP52,5
K1G4,KSEE,2
K1G4,KSEZ,10
K1G4,KSNA,2
K1G4,KU30,7
K1G4,KVGT,9
K1H0,K1H0,108
K1H0,K52F,2
K1H0,K63M,3
K1H0,KALN,7
K1H0,KBLV,2
K1H0,KDEN,2
K1H0,KFES,3
K1H0,KH19,4
K1H0,KHFY,2
K1H0,KK02,5
K1H0,KK39,10
K1H0,KLXT,3
K1H0,KM71,4
K1H0,KMKC,5
K1H0,KMO6,30
K1H0,KPWK,2
K1H0,KROG,2
K1H0,KSAR,2
K1H0,KSET,12
K1H0,KSMF,2
K1H0,KSUS,6
K1H0,KTYQ,3
K1H3,KSTL,4
K1H3,KSUS,2
K1J6,K1J6,2
K1J6,KDED,14
K1L0,KAUS,2
K1L0,KDAL,3
K1L0,KDEN,7
K1L0,KDFW,6
K1L0,KHOU,7
K1L0,KIAH,7
K1L0,KLAS,3
K1L0,KLAX,8
K1L0,KSFO,4
K1L3,K61B,7
K1L3,KHND,15
K1L3,KLAS,9
K1L3,KSEA,2
K1L3,KVGT,10
K1L9,KCDC,66
K1N1,KABQ,5
K1N1,KAEG,2
K1N1,KDFW,2
K1N7,K47N,2
K1N7,KABE,3
K1N7,KCDW,2
K1N7,KHPN,2
K1N7,KMMU,4
K1N7,KMPO,3
K1N7,KN40,2
K1O2,K1O2,10
K1O2,K2O3,6
K1O2,KAPC,12
K1O2,KBUR,7
K1O2,KCCR,9
K1O2,KDVO,4
K1O2,KMCC,5
K1O2,KMHR,10
K1O2,KO08,2
K1O2,KO37,3
K1O2,KOAK,4
K1O2,KRDD,2
K1O2,KRNO,2
K1O2,KSFO,3
K1O2,KSMF,18
K1O2,KSQL,3
K1O2,KSTS,8
K1O2,KUKI,3
K1O2,KVCB,5
K1O2,KVNY,2
K1O2,KWHP,3
K1O2,KWLW,2
K1O3,K1O3,91
K1O3,K2O3,3
K1O3,K2O6,2
K1O3,KAPC,4
K1O3,KAUN,17
K1O3,KBLU,2
K1O3,KC83,3
K1O3,KCCR,7
K1O3,KCMA,2
K1O3,KCPU,6
K1O3,KDVO,6
K1O3,KDWA,2
K1O3,KE16,6
K1O3,KE45,6
K1O3,KEDU,2
K1O3,KLSN,3
K1O3,KLVK,5
K1O3,KMCC,2
K1O3,KMRY,2
K1O3,KO22,5
K1O3,KO70,3
K1O3,KOAK,10
K1O3,KPAO,8
K1O3,KRHV,11
K1O3,KRNO,2
K1O3,KSAC,15
K1O3,KSCK,3
K1O3,KSJC,4
K1O3,KSNS,3
K1O3,KSQL,2
K1O3,KSTS,4
K1Q4,KC83,2
K1Q4,KLVK,2
K1Q4,KPAO,6
K1Q4,KRHV,2
K1Q4,KSQL,4
K1T7,K1T7,43
K1T7,K5C1,5
K1T7,KADS,4
K1T7,KAPA,2
K1T7,KBAZ,4
K1T7,KCVB,2
K1T7,KDAL,2
K1T7,KEDC,5
K1T7,KERV,5
K1T7,KJWY,2
K1T7,KRYW,2
K1T7,KSGR,2
K1T7,KT82,7
K1V6,K1V6,20
K1V6,KAFF,11
K1V6,KAPA,8
K1V6,KCOS,16
K1V6,KDEN,9
K1V6,KFTG,5
K1V6,KPUB,16
K1V6,KTAD,17
K1V6,KTPA,2
K20A,K8A1,2
K20A,KAGC,2
K20A,KBUY,3
K20A,KBWI,12
K20A,KDCA,5
K20A,KIAD,3
K20A,KLGA,31
K20A,KMDQ,3
K20A,KMMU,3
K20A,KPHL,13
K20A,KROG,2
K20A,KSEM,2
K20A,KTEB,9
K21D,K21D,3
K21D,KANE,2
K21D,KGRR,2
K21D,KSTP,6
K21F,K52F,4
K21F,KADS,6
K21F,KDFW,2
K22N,K22N,2
K22N,KABE,4
K22N,KMPO,3
K22N,KXLL,6
K22N,PA30,5
K23R,K5C1,3
K23R,KSAT,2
K24A,KCAE,2
K24A,KRYY,2
K24J,KISM,2
K24R,KDAL,2
K25D,KFCM,4
K25D,KMSP,4
K26A,KMDQ,2
K26A,KTPF,2
K27R,KSJT,16
K28J,KTPA,2
K29D,K29D,10
K29D,KAXQ,2
K29D,KBTP,2
K29D,KBVI,3
K29D,KBWI,4
K29D,KDMW,2
K29D,KERI,6
K29D,KFKL,4
K29D,KGKJ,2
K29D,KMTN,4
K29D,KPJC,3
K29D,KTPA,6
K29D,PA07,3
K29D,PA20,4
K29D,PN12,2
K29D,PN14,6
K29D,PN16,6
K29D,PN38,2
K2A5,K2A5,12
K2A5,K3A4,5
K2A5,KBUY,7
K2A5,KCAE,15
K2A5,KCLW,2
K2A5,KHBI,8
K2A5,KHFF,2
K2A5,KJNX,2
K2A5,KPDK,2
K2A5,KRDU,3
K2A5,KTTA,7
K2B3,KBOS,3
K2B3,KRUT,10
K2F7,K2F7,2
K2F7,K76F,2
K2F7,KADS,6
K2F7,KF69,2
K2F7,KTKI,7
K2G2,KDAL,3
K2G2,KDEN,2
K2G2,KDFW,2
K2G2,KIND,2
K2G2,KLAS,2
K2G2,KPHX,3
K2GC,K2GC,4
K2GC,KFAY,9
K2GC,KRDU,3
K2H2,KDFW,30
K2H2,KIAH,2
K2IS,KFXE,2
K2IS,KLNA,3
K2IS,KPBI,3
K2IS,KPMP,3
K2J2,K2J2,3
K2J2,KLHW,2
K2J2,KSAV,6
K2J2,KSVN,3
K2O1,KAPC,10
K2O1,KCIC,13
K2O1,KGOO,3
K2O1,KMHR,12
K2O1,KSAC,2
K2O3,KAPC,9
K2O3,KCCR,5
K2O3,KDVO,2
K2O3,KEDU,2
K2O3,KMOD,4
K2O3,KMYV,2
K2O3,KO60,2
K2O3,KSJC,2
K2O3,KTOA,2
K2O3,KVCB,6
K2O6,KAPC,4
K2O6,KCCR,5
K2O6,KLHM,2
K2O6,KLVK,11
K2O6,KMCE,5
K2O6,KMER,3
K2O6,KMHR,2
K2O6,KMOD,13
K2O6,KO41,2
K2O6,KPAO,3
K2O6,KSAC,4
K2O6,KSCK,5
K2O6,KSTS,2
K2R2,K2R2,27
K2R2,KBAK,5
K2R2,KCFJ,4
K2R2,KEYE,18
K2R2,KIND,6
K2R2,KLAF,2
K2R2,KMCX,2
K2R2,KMQJ,3
K2R2,KORD,3
K2R2,KPWK,2
K2R2,KUMP,5
K2V5,KDEN,2
K2V5,KFNL,2
K2V6,KAPA,3
K2W5,K2W5,8
K2W5,KBWI,3
K2W5,KCGS,3
K2W5,KDAA,4
K2W5,KDCA,5
K2W5,KESN,2
K2W5,KFME,5
K2W5,KGAI,4
K2W5,KHEF,2
K2W5,KIAD,3
K2W5,KISP,4
K2W5,KJNX,2
K2W5,KLOM,2
K2W5,KMTN,2
K2W5,KOQN,2
K2W5,KRDU,2
K2W5,KTTA,2
K2W5,KW32,6
K2W5,PA31,2
K2W5,PA77,2
K2W6,K2W6,44
K2W6,KADW,15
K2W6,KCGE,6
K2W6,KCGS,4
K2W6,KDCA,4
K2W6,KESN,11
K2W6,KEVY,3
K2W6,KGAI,4
K2W6,KHEF,15
K2W6,KHGR,2
K2W6,KLCQ,2
K2W6,KLDJ,2
K2W6,KMTN,2
K2W6,KNHK,2
K2W6,KOQN,2
K2W6,KRDU,2
K2W6,KTTN,2
K2W6,KW32,15
K31E,K31E,4
K31E,KHPN,3
K33K,KGCK,2
K33N,KADW,3
K33N,KCXY,2
K33N,KDMW,2
K33N,KFDK,2
K33N,KGAI,6
K33N,KISP,3
K33N,KPBI,2
K33N,KRDU,2
K33N,KSGR,3
K33N,KTTN,2
K34R,KADS,2
K34R,KRBD,2
K35D,K3GM,2
K35D,K9D9,4
K35D,KBTL,3
K35D,KGRR,8
K36U,KLAS,3
K36U,KPVU,3
K36U,KU14,2
K36U,KU77,2
K37K,KBPG,2
K37K,KDTO,3
K37K,KFTW,5
K37K,KGLE,2
K37K,KGPM,2
K38D,K38D,3
K38D,KBVI,2
K39N,K39N,77
K39N,K3N6,4
K39N,K47A,4
K39N,K47N,6
K39N,KABE,2
K39N,KAQW,3
K39N,KBLM,3
K39N,KCDW,2
K39N,KDYL,2
K39N,KEWR,3
K39N,KFRG,2
K39N,KGAI,3
K39N,KLDJ,27
K39N,KLGA,4
K39N,KLNS,5
K39N,KMJX,4
K39N,KMMU,20
K39N,KMQS,2
K39N,KOBI,4
K39N,KOQN,2
K39N,KOWD,4
K39N,KPHL,5
K39N,KPNE,3
K39N,KRYW,2
K39N,KSMQ,7
K39N,KSWF,2
K39N,KTEB,3
K39N,KTTN,26
K39N,KVAY,2
K39N,KW35,2
K39N,PA43,3
K39N,PA49,2
K39N,PS38,3
K39N,PS68,2
K3A1,K3A1,8
K3A1,K5M0,7
K3A1,K8A0,5
K3A1,KCAE,3
K3A1,KFTY,8
K3A1,KHUA,2
K3A1,KMDQ,10
K3A1,KMGE,2
K3A1,KMGM,2
K3A4,KBUY,7
K3A4,KCAE,3
K3A4,KFLL,2
K3A4,KJNX,2
K3A4,KRDU,3
K3BS,KPTK,2
K3C8,KCDW,9
K3C8,KDXR,2
K3C8,KEWR,9
K3C8,KFRG,93
K3C8,KGAI,2
K3C8,KHPN,23
K3C8,KHVN,2
K3C8,KHWV,7
K3C8,KIAD,2
K3C8,KISP,30
K3C8,KJFK,5
K3C8,KLGA,12
K3C8,KLOM,3
K3C8,KOBI,2
K3C8,KPHL,2
K3C8,KSWF,3
K3C8,KTEB,15
K3C8,KTTN,2
K3CK,K3CK,18
K3CK,KBUU,3
K3CK,KDPA,5
K3CK,KFCM,2
K3CK,KGYY,3
K3CK,KJVL,4
K3CK,KMSN,3
K3CK,KPWK,16
K3CK,KUGN,4
K3F2,KDFW,2
K3F9,KADS,3
K3F9,KDAL,2
K3F9,KGKY,3
K3F9,KGPM,2
K3F9,KT67,2
K3G1,KPHL,4
K3GM,K3GM,2
K3GM,KBTL,7
K3GM,KFPK,2
K3GM,KGRR,2
K3GM,KIND,2
K3GM,KMKG,2
K3GM,KORD,4
K3GM,KRMY,3
K3GM,KSMD,2
K3GM,KY70,4
K3GV,KMKC,5
K3HO,KDPA,2
K3HO,KGYY,3
K3HO,KLOT,3
K3J1,KCLT,2
K3J1,KLGA,3
K3K6,K3K6,3
K3K6,KALN,2
K3K6,KCPS,10
K3L2,K61B,5
K3L2,KHND,10
K3L2,KVGT,19
K3M2,K3M2,2
K3M2,KDCU,3
K3M2,KHSV,5
K3M2,KJWN,2
K3M2,KPDK,2
K3MY,K3MY,2
K3MY,KATL,3
K3MY,KBMI,4
K3MY,KCLT,7
K3MY,KDFW,17
K3MY,KIND,2
K3MY,KIWA,7
K3MY,KLAS,4
K3MY,KLOT,2
K3MY,KMDW,3
K3MY,KMSP,9
K3MY,KORD,83
K3MY,KPGD,2
K3MY,KPIA,4
K3MY,KPWK,7
K3MY,KRFD,3
K3MY,KSDF,2
K3MY,KTEB,2
K3N6,K3N6,10
K3N6,K47N,10
K3N6,KBLM,2
K3N6,KMJX,4
K3N6,KMMU,2
K3N6,KN12,2
K3N6,KN51,2
K3N6,KN87,2
K3O1,KMCE,4
K3O1,KMOD,2
K3O1,KRHV,6
K3O1,KWVI,2
K3O9,KASG,2
K3O9,KDAL,2
K3O9,KXNA,2
K3R9,K3R9,8
K3R9,K52F,2
K3R9,K5C1,5
K3R9,K88R,2
K3R9,KAUS,5
K3R9,KBPG,2
K3R9,KEDC,5
K3R9,KFWS,4
K3R9,KGPM,2
K3R9,KGYB,2
K3R9,KHYI,14
K3R9,KIWS,6
K3R9,KRBD,2
K3R9,KROG,2
K3R9,KRYW,2
K3R9,KSGR,3
K3R9,KSWW,2
K3R9,KT82,3
K3R9,KTKI,2
K3R9,KXNA,2
K3T5,K5C1,2
K3T5,KAUS,3
K3T5,KEDC,2
K3T5,KERV,2
K3T5,KHYI,12
K40G,KCHD,2
K40G,KDVT,24
K40G,KFFZ,2
K40G,KGEU,2
K40G,KMYF,2
K40G,KPRC,3
K40G,KSDL,2
K40G,KSEZ,7
K40J,KCLW,3
K40J,KFXE,5
K40J,KGIF,2
K40J,KLAL,5
K40J,KMCO,8
K40J,KORL,3
K40J,KPCM,2
K40J,KVDF,3
K41A,K41A,2
K41A,KAUO,2
K41A,KMGM,3
K41N,KYNG,3
K42J,KCLT,2
K43A,KBUY,3
K43A,KDAL,2
K43A,KFAY,2
K43A,KHFF,2
K43A,KJNX,6
K43A,KRDU,5
K43A,KTTA,7
K44C,KPWK,6
K44N,KBWI,2
K44N,KDXR,3
K44N,KFRG,2
K44N,KHPN,5
K44N,KMMK,2
K44N,KOXC,2
K47A,K47A,38
K47A,K49A,3
K47A,KCZL,2
K47A,KDFW,2
K47A,KGSH,2
K47A,KGVL,3
K47A,KGYH,2
K47A,KJWN,4
K47A,KJZP,31
K47A,KLZU,8
K47A,KMDT,2
K47A,KMGE,12
K47A,KPDK,14
K47A,KRDU,4
K47A,KRYY,18
K47A,KTOC,2
K47A,KVPC,9
K47N,K47N,26
K47N,KBLM,13
K47N,KCDW,2
K47N,KDMW,2
K47N,KEWR,6
K47N,KGFL,2
K47N,KGNV,2
K47N,KHPN,6
K47N,KISP,2
K47N,KLDJ,12
K47N,KLOM,5
K47N,KMJX,10
K47N,KMMU,7
K47N,KMPO,2
K47N,KN14,3
K47N,KN40,3
K47N,KN51,5
K47N,KN81,2
K47N,KN87,3
K47N,KOBI,2
K47N,KPHL,2
K47N,KPNE,13
K47N,KSMQ,6
K47N,KTEB,5
K47N,KTTN,9
K47N,KVAY,3
K47N,PA43,3
K47N,PA68,3
K49A,KGVL,2
K49A,KJZP,7
K49A,KLZU,4
K49A,KPDK,6
K49A,KRYY,10
K4A0,KATL,4
K4A0,KAUS,25
K4A0,KDAL,26
K4A0,KDEN,4
K4A0,KDFW,51
K4A0,KFLL,2
K4A0,KHOU,21
K4A0,KHSV,3
K4A0,KHWO,2
K4A0,KIAH,12
K4A0,KLAS,6
K4A0,KLAX,9
K4A0,KMCI,5
K4A0,KMDW,2
K4A0,KMGM,11
K4A0,KMSP,2
K4A0,KOAK,2
K4A0,KORD,3
K4A0,KOUN,2
K4A0,KPBI,4
K4A0,KPHX,7
K4A0,KPIE,2
K4A0,KSAN,4
K4A0,KSAT,21
K4A0,KSNA,2
K4A0,KSTL,2
K4A0,KTNT,3
K4A0,KTPA,31
K4A0,KXNA,3
K4A0,PANC,7
K4A4,KCMH,4
K4A5,KFYV,2
K4A5,KGPH,3
K4A6,KHSV,2
K4A6,KHUA,3
K4B8,KATL,3
K4B8,KBWI,22
K4B8,KCDW,5
K4B8,KCLT,6
K4B8,KDCA,9
K4B8,KDXR,5
K4B8,KEWR,7
K4B8,KFLL,11
K4B8,KFRG,4
K4B8,KHPN,8
K4B8,KIAD,6
K4B8,KLDJ,3
K4B8,KLGA,5
K4B8,KMCO,13
K4B8,KMMU,5
K4B8,KORL,8
K4B8,KPBI,4
K4B8,KPHL,25
K4B8,KSWF,2
K4B8,KTEB,13
K4B8,KTPA,6
K4D0,KGRR,2
K4D0,KLOT,2
K4D0,KMDW,3
K4D0,KMKE,5
K4D0,KORD,38
K4D0,KPSP,2
K4D0,KRFD,3
K4G4,K4G4,3
K4G4,KBVI,5
K4K3,KMKC,14
K4K3,KOJC,2
K4K3,KSTJ,2
K4M1,KROG,4
K4M1,KVBT,6
K4N1,K5B2,2
K4N1,KCDW,3
K4N1,KDXR,2
K4N1,KFRG,2
K4N1,KHPN,6
K4N1,KHVN,5
K4N1,KISP,3
K4N1,KOXC,3
K4S2,KHIO,3
K4S2,KPDX,5
K4S2,KVUO,2
K4S9,KPDX,5
K4SD,K4SD,4
K4SD,KCCR,2
K4SD,KOAK,2
K4SD,KRNO,10
K4SD,KSFO,2
K4SD,KSNA,2
K4SD,KSQL,2
K4T2,KADS,2
K4T2,KAFW,14
K4T2,KDTO,4
K4T2,KFTW,2
K4T2,KLUD,2
K4T2,KLXY,2
K4V1,K4V1,2
K4V1,KAPA,3
K4V1,KBJC,3
K4V1,KPUB,57
K50F,K50F,3
K50F,K52F,2
K50F,K9F9,8
K50F,KAUS,2
K50F,KCLL,2
K50F,KFTW,35
K50F,KFWS,2
K50F,KTKI,3
K50I,KLAF,7
K50R,K50R,6
K50R,K84R,5
K50R,KAUS,17
K50R,KBAZ,3
K50R,KGPM,2
K50R,KGYB,2
K50R,KHYI,22
K52F,K52F,62
K52F,K68F,3
K52F,K9F9,2
K52F,KADS,5
K52F,KAFW,3
K52F,KAUS,3
K52F,KBJC,2
K52F,KCLL,3
K52F,KDAL,2
K52F,KDTO,2
K52F,KGDJ,3
K52F,KGLE,24
K52F,KGPM,4
K52F,KHYI,2
K52F,KLUD,10
K52F,KPRX,2
K52F,KRBD,3
K52F,KRYW,2
K52F,KSLR,2
K52F,KSWI,5
K52F,KT31,7
K52F,KT67,4
K52F,KTKI,4
K52F,KXBP,15
K54T,KBCT,2
K54T,KHOU,3
K57C,KMSN,3
K57C,KUGN,3
K58M,KBWI,2
K5B2,K5B2,15
K5B2,KALB,6
K5B2,KAQW,2
K5B2,KDDH,3
K5B2,KFRG,3
K5B2,KGFL,9
K5B2,KHPN,9
K5B2,KLOM,2
K5B2,KSWF,2
K5B2,KSYR,2
K5C1,K5C1,52
K5C1,K84R,5
K5C1,KADS,9
K5C1,KAPA,5
K5C1,KBAZ,9
K5C1,KBPG,2
K5C1,KCHD,2
K5C1,KCLL,2
K5C1,KCVB,14
K5C1,KDAL,3
K5C1,KDZB,2
K5C1,KEDC,8
K5C1,KEFD,2
K5C1,KERV,17
K5C1,KFTW,5
K5C1,KGTU,2
K5C1,KHDO,4
K5C1,KHOU,11
K5C1,KHQZ,2
K5C1,KHYI,9
K5C1,KIWS,8
K5C1,KLAS,2
K5C1,KPEZ,5
K5C1,KRYW,5
K5C1,KSAF,2
K5C1,KSAT,8
K5C1,KSGR,2
K5C1,KSJT,3
K5C1,KSKF,6
K5C1,KSSF,4
K5C1,KT82,11
K5C1,KTEX,2
K5F1,K7T7,2
K5I4,K5I4,3
K5I4,KEYE,3
K5I4,KIND,6
K5I4,KLAF,2
K5I4,KMDW,2
K5I4,KTYQ,18
K5K1,KSUS,2
K5M0,K8A0,3
K5M0,K8A1,5
K5M0,KDCU,4
K5M0,KHUA,3
K5M0,KLHQ,2
K5M0,KMGM,2
K5M5,KTKI,2
K5M5,KVBT,3
K5S9,KPDX,4
K5S9,KVUO,3
K5T6,K5T6,3
K5T6,KAUS,2
K5T6,KDVT,2
K5W4,K5W4,15
K5W4,KJNX,3
K5W5,KIGX,8
K5W5,KRDU,12
K5W8,K5W8,4
K5W8,KRDU,12
K5W8,KROA,2
K5W8,KTTA,18
K60C,KHPN,2
K60C,KMSN,6
K60C,KOSH,2
K61B,K61B,335
K61B,KAUN,3
K61B,KCHD,4
K61B,KDAL,2
K61B,KDVT,2
K61B,KEDC,2
K61B,KFFZ,2
K61B,KGCN,14
K61B,KHND,46
K61B,KHWD,2
K61B,KIGM,5
K61B,KLAS,92
K61B,KLSV,2
K61B,KPRC,4
K61B,KSBA,2
K61B,KSDL,6
K61B,KSNA,9
K61B,KU08,2
K61B,KU30,1055
K61B,KVGT,55
K61C,K61C,2
K61C,KC29,7
K61C,KFLD,2
K61C,KGRB,2
K61C,KGYY,2
K62D,KFKL,2
K63C,KC29,2
K63C,KOSH,2
